DATE,BUSLOANS
1996-10-01,772.2282000000000000
1997-01-01,789.0609000000000000
1997-04-01,808.8658666666666667
1997-07-01,823.0071333333333333
1997-10-01,839.6489000000000000
1998-01-01,861.3511000000000000
1998-04-01,877.1616666666666667
1998-07-01,904.6861666666666667
1998-10-01,937.6051000000000000
1999-01-01,939.3876666666666667
1999-04-01,946.4636666666666667
1999-07-01,967.6087666666666667
1999-10-01,993.2100333333333333
2000-01-01,1015.4895666666666667
2000-04-01,1050.0151666666666667
2000-07-01,1071.0789333333333333
2000-10-01,1081.2423666666666667
2001-01-01,1093.4606333333333333
2001-04-01,1081.8003333333333333
2001-07-01,1059.7026333333333333
2001-10-01,1033.4735666666666667
2002-01-01,1013.5917666666666667
2002-04-01,991.7814333333333333
2002-07-01,971.8192333333333333
2002-10-01,960.4060666666666667
2003-01-01,943.1705666666666667
2003-04-01,925.5185000000000000
2003-07-01,910.3685000000000000
2003-10-01,884.1278333333333333
2004-01-01,873.4488666666666667
2004-04-01,865.5015333333333333
2004-07-01,882.6664000000000000
2004-10-01,897.7969666666666667
2005-01-01,933.0449666666666667
2005-04-01,967.4273333333333333
2005-07-01,995.4965333333333333
2005-10-01,1024.4319000000000000
2006-01-01,1058.6644666666666667
2006-04-01,1102.3204000000000000
2006-07-01,1144.7150333333333333
2006-10-01,1171.3157333333333333
2007-01-01,1204.4373666666666667
2007-04-01,1244.9319000000000000
2007-07-01,1313.1434000000000000
2007-10-01,1395.4288000000000000
2008-01-01,1453.6284666666666667
2008-04-01,1493.1590333333333333
2008-07-01,1518.9157666666666667
2008-10-01,1573.6591666666666667
2009-01-01,1529.6122000000000000
2009-04-01,1465.7652666666666667
2009-07-01,1365.5254666666666667
2009-10-01,1287.7566666666666667
2010-01-01,1224.1264333333333333
2010-04-01,1198.1096666666666667
2010-07-01,1187.5806333333333333
2010-10-01,1188.1561333333333333
2011-01-01,1200.9010000000000000
2011-04-01,1225.7866000000000000
2011-07-01,1259.1066000000000000
2011-10-01,1292.2709666666666667
2012-01-01,1338.9533000000000000
2012-04-01,1381.7977000000000000
2012-07-01,1424.6288333333333333
2012-10-01,1460.3153333333333333
2013-01-01,1492.1625666666666667
2013-04-01,1513.1568333333333333
2013-07-01,1535.0032000000000000
2013-10-01,1560.6446000000000000
2014-01-01,1613.6728333333333333
2014-04-01,1663.8668666666666667
2014-07-01,1710.7393666666666667
2014-10-01,1751.5137333333333333
2015-01-01,1811.5077333333333333
2015-04-01,1863.9293666666666667
2015-07-01,1902.5508000000000000
2015-10-01,1942.5228666666666667
2016-01-01,1990.4036666666666667
2016-04-01,2044.4344000000000000
2016-07-01,2059.1739333333333333
2016-10-01,2085.3549000000000000
2017-01-01,2078.0312666666666667
2017-04-01,2071.5308333333333333
2017-07-01,2087.5702333333333333
2017-10-01,2107.0711333333333333
2018-01-01,2117.2523000000000000
2018-04-01,2176.6034666666666667
2018-07-01,2210.7615333333333333
2018-10-01,2272.1619000000000000
2019-01-01,2336.8018000000000000
2019-04-01,2338.1861666666666667
2019-07-01,2358.1419333333333333
2019-10-01,2363.8403000000000000
2020-01-01,2431.6499666666666667
2020-04-01,2967.9755666666666667
2020-07-01,2809.0195666666666667
2020-10-01,2654.2818000000000000
2021-01-01,.
