DATE,USTRADE,USMINE,USCONS,USEHS,MANEMP,USPBS,USGOVT
2003-03-01,14904.1,570,6654,16720,14721,15924,21610
2003-04-01,14917.9,566,6689,16784,14609,15927,21595
2003-05-01,14906.1,569,6706,16825,14557,15977,21567
2003-06-01,14895.4,572,6723,16836,14493,15992,21606
2003-07-01,14888.0,571,6735,16842,14402,16030,21633
2003-08-01,14906.0,570,6760,16851,14376,16024,21556
2003-09-01,14944.1,570,6783,16883,14347,16079,21504
2003-10-01,14971.8,573,6784,16942,14334,16102,21558
2003-11-01,14925.5,576,6796,16978,14316,16139,21535
2003-12-01,14922.9,576,6827,17016,14300,16167,21546
2004-01-01,14973.8,577,6848,17048,14290,16196,21538
2004-02-01,14975.3,576,6838,17066,14279,16209,21550
2004-03-01,15024.8,584,6887,17115,14287,16236,21588
2004-04-01,15046.4,586,6901,17150,14315,16346,21614
2004-05-01,15062.4,591,6948,17185,14342,16419,21614
2004-06-01,15087.6,591,6962,17200,14332,16451,21601
2004-07-01,15068.6,593,6977,17234,14330,16491,21606
2004-08-01,15067.3,596,7003,17270,14345,16489,21626
2004-09-01,15101.1,597,7029,17261,14331,16513,21635
2004-10-01,15129.0,595,7077,17364,14332,16632,21656
2004-11-01,15133.8,599,7091,17391,14307,16613,21692
2004-12-01,15126.8,601,7117,17436,14287,16629,21693
2005-01-01,15151.9,606,7095,17470,14257,16683,21735
2005-02-01,15192.4,610,7153,17480,14273,16766,21744
2005-03-01,15199.7,616,7181,17506,14269,16795,21740
2005-04-01,15247.9,620,7266,17544,14250,16855,21754
2005-05-01,15267.9,622,7294,17605,14256,16877,21781
2005-06-01,15300.9,625,7333,17662,14227,16965,21763
2005-07-01,15338.7,626,7353,17716,14226,17032,21857
2005-08-01,15356.9,631,7394,17750,14203,17091,21863
2005-09-01,15339.8,636,7415,17789,14175,17163,21845
2005-10-01,15333.2,640,7460,17812,14192,17183,21829
2005-11-01,15348.7,646,7524,17864,14187,17262,21859
2005-12-01,15352.0,650,7533,17894,14193,17296,21879
2006-01-01,15353.6,656,7601,17946,14210,17348,21847
2006-02-01,15363.0,662,7664,17998,14209,17408,21878
2006-03-01,15392.0,669,7689,18045,14214,17495,21903
2006-04-01,15347.7,679,7726,18070,14226,17515,21919
2006-05-01,15320.1,681,7713,18100,14203,17572,21926
2006-06-01,15330.2,686,7699,18102,14213,17642,21922
2006-07-01,15329.6,690,7712,18128,14188,17682,21973
2006-08-01,15338.9,693,7720,18182,14159,17728,22011
2006-09-01,15354.3,694,7718,18248,14125,17718,22082
2006-10-01,15373.7,699,7682,18288,14075,17722,22068
2006-11-01,15402.6,701,7666,18337,14041,17790,22083
2006-12-01,15407.3,705,7685,18378,14015,17823,22088
2007-01-01,15447.6,706,7725,18415,14008,17887,22095
2007-02-01,15479.3,711,7626,18451,13997,17918,22131
2007-03-01,15547.7,715,7706,18507,13970,17949,22149
2007-04-01,15513.2,719,7686,18563,13945,17966,22175
2007-05-01,15534.5,721,7673,18608,13929,17999,22193
2007-06-01,15513.9,725,7687,18661,13911,18011,22207
2007-07-01,15515.0,728,7660,18691,13889,18015,22171
2007-08-01,15517.1,727,7610,18755,13828,18025,22226
2007-09-01,15523.3,726,7577,18812,13790,18022,22279
2007-10-01,15518.4,727,7565,18849,13764,18058,22297
2007-11-01,15578.9,735,7523,18875,13757,18059,22334
2007-12-01,15577.4,740,7490,18924,13746,18104,22376
2008-01-01,15568.5,746,7476,18978,13725,18094,22388
2008-02-01,15527.5,748,7453,19018,13696,18046,22417
2008-03-01,15534.5,755,7406,19068,13659,18005,22443
2008-04-01,15433.6,755,7327,19126,13599,17996,22450
2008-05-01,15379.2,761,7274,19166,13564,17936,22483
2008-06-01,15342.8,766,7213,19224,13504,17896,22517
2008-07-01,15307.4,770,7160,19275,13430,17835,22568
2008-08-01,15249.0,778,7114,19337,13358,17771,22567
2008-09-01,15178.6,782,7044,19343,13275,17700,22537
2008-10-01,15100.8,781,6967,19363,13147,17590,22549
2008-11-01,14989.4,776,6813,19401,13034,17420,22560
2008-12-01,14876.9,771,6701,19442,12850,17287,22556
2009-01-01,14794.5,761,6567,19482,12561,17132,22579
2009-02-01,14719.4,749,6446,19507,12380,16936,22576
2009-03-01,14650.7,728,6291,19514,12208,16787,22560
2009-04-01,14563.1,710,6154,19521,12030,16652,22677
2009-05-01,14558.3,693,6100,19582,11862,16602,22617
2009-06-01,14541.0,686,6010,19614,11726,16497,22576
2009-07-01,14488.9,678,5932,19629,11668,16474,22521
2009-08-01,14480.5,670,5855,19681,11626,16465,22537
2009-09-01,14450.2,665,5787,19692,11591,16469,22451
2009-10-01,14381.6,661,5716,19736,11538,16488,22524
2009-11-01,14379.4,664,5696,19770,11509,16548,22533
2009-12-01,14334.8,663,5654,19804,11475,16551,22482
2010-01-01,14401.0,667,5580,19820,11460,16572,22491
2010-02-01,14397.1,674,5500,19839,11453,16591,22476
2010-03-01,14446.7,682,5537,19896,11453,16574,22518
2010-04-01,14427.2,687,5553,19902,11489,16666,22569
2010-05-01,14438.6,697,5520,19934,11525,16702,22996
2010-06-01,14442.1,702,5516,19955,11545,16764,22740
2010-07-01,14449.2,708,5508,19980,11561,16773,22569
2010-08-01,14454.3,716,5524,20017,11553,16833,22420
2010-09-01,14478.3,723,5501,20001,11563,16850,22247
2010-10-01,14510.7,731,5508,20074,11562,16917,22297
2010-11-01,14486.0,736,5506,20119,11585,17011,22287
2010-12-01,14474.1,734,5467,20134,11595,17080,22266
2011-01-01,14537.1,736,5427,20153,11621,17091,22258
2011-02-01,14558.2,739,5451,20163,11654,17170,22215
2011-03-01,14589.2,754,5477,20177,11675,17235,22192
2011-04-01,14646.2,768,5485,20237,11704,17297,22184
2011-05-01,14645.8,778,5516,20252,11713,17348,22129
2011-06-01,14681.7,790,5528,20288,11727,17363,22164
2011-07-01,14725.4,801,5547,20327,11746,17371,22049
2011-08-01,14719.4,804,5552,20367,11764,17446,22017
2011-09-01,14743.8,814,5584,20415,11769,17510,21983
2011-10-01,14749.5,820,5588,20457,11780,17556,21998
2011-11-01,14754.8,824,5593,20496,11770,17591,21971
2011-12-01,14747.0,831,5611,20530,11802,17658,21954
2012-01-01,14817.1,840,5626,20574,11838,17745,21946
2012-02-01,14795.3,845,5629,20657,11860,17816,21947
2012-03-01,14826.1,849,5625,20689,11898,17848,21943
2012-04-01,14837.7,850,5618,20707,11916,17897,21931
2012-05-01,14834.4,855,5604,20747,11927,17922,21911
2012-06-01,14817.5,854,5621,20738,11936,17977,21930
2012-07-01,14812.4,851,5632,20773,11964,18020,21913
2012-08-01,14817.4,851,5648,20801,11960,18052,21916
2012-09-01,14853.7,846,5661,20841,11954,18066,21925
2012-10-01,14869.0,837,5674,20881,11961,18139,21903
2012-11-01,14944.7,843,5684,20887,11950,18193,21883
2012-12-01,14913.8,848,5724,20935,11960,18230,21887
2013-01-01,14936.3,851,5746,20956,11983,18273,21869
2013-02-01,14951.4,858,5784,20958,11996,18367,21881
2013-03-01,14949.1,859,5802,21007,11999,18421,21870
2013-04-01,14968.2,857,5796,21054,12000,18483,21869
2013-05-01,15002.0,862,5829,21071,12000,18537,21864
2013-06-01,15048.5,865,5855,21070,12004,18582,21840
2013-07-01,15089.7,862,5859,21074,11984,18629,21815
2013-08-01,15129.5,864,5878,21143,12014,18655,21831
2013-09-01,15162.7,868,5910,21133,12032,18683,21835
2013-10-01,15196.3,870,5931,21158,12056,18732,21830
2013-11-01,15212.3,869,5963,21194,12079,18801,21843
2013-12-01,15287.7,866,5932,21196,12083,18790,21820
2014-01-01,15262.9,871,5985,21228,12081,18837,21814
2014-02-01,15243.7,875,6007,21251,12106,18899,21825
2014-03-01,15248.1,879,6038,21294,12120,18944,21833
2014-04-01,15303.0,886,6084,21321,12134,19002,21853
2014-05-01,15322.9,887,6109,21364,12146,19044,21832
2014-06-01,15351.8,892,6133,21410,12170,19105,21895
2014-07-01,15374.9,897,6178,21453,12189,19142,21901
2014-08-01,15386.2,898,6210,21491,12208,19201,21855
2014-09-01,15418.9,903,6242,21543,12226,19257,21897
2014-10-01,15469.7,901,6259,21573,12259,19285,21917
2014-11-01,15502.9,900,6272,21626,12284,19339,21932
2014-12-01,15510.5,896,6293,21678,12292,19418,21947
2015-01-01,15520.2,888,6320,21741,12292,19442,21960
2015-02-01,15535.1,875,6361,21789,12301,19487,21978
2015-03-01,15547.7,859,6334,21832,12312,19513,21970
2015-04-01,15566.9,843,6392,21906,12318,19557,22005
2015-05-01,15595.9,820,6427,21958,12333,19638,22012
2015-06-01,15618.7,816,6441,21998,12334,19689,22015
2015-07-01,15639.0,805,6472,22053,12349,19726,22050
2015-08-01,15637.7,794,6490,22094,12345,19755,22060
2015-09-01,15642.9,779,6508,22131,12354,19778,22040
2015-10-01,15675.4,771,6547,22215,12362,19851,22056
2015-11-01,15695.0,756,6598,22260,12357,19885,22081
2015-12-01,15699.0,746,6630,22323,12362,19955,22097
2016-01-01,15723.6,732,6631,22335,12383,19965,22114
2016-02-01,15772.1,711,6640,22403,12365,19977,22138
2016-03-01,15811.2,691,6678,22450,12342,19999,22178
2016-04-01,15811.8,677,6702,22505,12353,20031,22184
2016-05-01,15817.8,666,6689,22565,12332,20035,22199
2016-06-01,15846.8,656,6701,22618,12350,20080,22180
2016-07-01,15865.9,651,6735,22666,12372,20126,22289
2016-08-01,15877.3,647,6736,22719,12348,20127,22284
2016-09-01,15883.3,645,6768,22775,12347,20194,22323
2016-10-01,15890.7,644,6799,22835,12345,20217,22295
2016-11-01,15857.2,647,6823,22870,12342,20255,22277
2016-12-01,15882.7,649,6818,22929,12355,20287,22304
2017-01-01,15920.0,649,6839,22938,12367,20338,22308
2017-02-01,15877.9,656,6886,23012,12382,20339,22320
2017-03-01,15862.0,659,6907,23048,12393,20376,22325
2017-04-01,15854.3,668,6917,23101,12405,20405,22338
2017-05-01,15829.8,673,6926,23137,12406,20460,22334
2017-06-01,15835.3,677,6954,23162,12418,20496,22343
2017-07-01,15830.3,679,6958,23224,12419,20540,22363
2017-08-01,15822.8,684,6989,23269,12460,20563,22371
2017-09-01,15814.8,685,7003,23296,12470,20565,22386
2017-10-01,15816.7,687,7029,23324,12491,20619,22374
2017-11-01,15812.3,692,7072,23366,12510,20646,22389
2017-12-01,15806.0,693,7104,23391,12539,20684,22395
2018-01-01,15783.5,699,7107,23436,12559,20743,22364
2018-02-01,15818.1,706,7194,23489,12589,20779,22397
2018-03-01,15832.1,714,7203,23520,12610,20822,22403
2018-04-01,15831.3,721,7224,23537,12636,20867,22420
2018-05-01,15841.9,724,7263,23574,12657,20911,22432
2018-06-01,15803.2,730,7279,23614,12686,20946,22457
2018-07-01,15792.9,730,7303,23641,12707,20966,22464
2018-08-01,15783.7,737,7332,23695,12719,21005,22485
2018-09-01,15741.8,739,7355,23722,12740,21041,22494
2018-10-01,15711.3,742,7379,23769,12764,21078,22494
2018-11-01,15723.0,736,7386,23781,12779,21099,22477
2018-12-01,15705.3,742,7416,23855,12802,21128,22516
2019-01-01,15693.5,746,7446,23899,12828,21134,22517
2019-02-01,15663.7,741,7415,23914,12830,21165,22497
2019-03-01,15641.2,740,7439,23978,12826,21173,22524
2019-04-01,15623.3,737,7471,24041,12825,21212,22563
2019-05-01,15608.4,738,7478,24074,12817,21230,22556
2019-06-01,15598.4,734,7499,24119,12822,21261,22562
2019-07-01,15595.4,727,7503,24184,12820,21291,22607
2019-08-01,15576.1,719,7506,24246,12820,21320,22663
2019-09-01,15584.5,718,7524,24305,12814,21340,22690
2019-10-01,15608.4,719,7544,24340,12769,21374,22692
2019-11-01,15576.0,707,7546,24406,12818,21405,22716
2019-12-01,15619.1,694,7557,24433,12809,21410,22729
2020-01-01,15605.2,689,7615,24513,12792,21437,22789
2020-02-01,15609.8,690,7648,24565,12799,21469,22835
2020-03-01,15483.6,674,7557,24347,12718,21318,22774
2020-04-01,13235.3,622,6535,21722,11414,19082,21826
2020-05-01,13644.1,601,7004,22107,11657,19247,21314
2020-06-01,14502.8,597,7171,22671,11999,19568,21353
2020-07-01,14742.9,593,7197,22885,12037,19715,21556
2020-08-01,14995.8,589,7223,23084,12068,19915,22073
2020-09-01,15025.3,592,7256,23152,12123,20055,21857
2020-10-01,15131.8,594,7329,23235,12155,20296,21583
2020-11-01,15129.7,597,7353,23278,12196,20391,21488
2020-12-01,15159.8,597,7400,23249,12231,20550,21456
2021-01-01,15206.1,597,7401,23223,12217,20635,21532
2021-02-01,15247.2,589,7340,23267,12238,20698,21446
