avg_weeks_unemployed,cont_claims_insur_unemploy,full_employ_level,part_employ_level,not_in_labor_force,gov_unemp_insur,labor_particip_women,labor_particip_men,labor_particip_total,real_estate_loans,consumer_loans,commerc_indust_loans,m1_real,unemp_less_five_weeks,unemp_5_to_14_wks,unemp_15_to_26_wks,unemp_over_27_wks,personal_consum_exp,personal_save_rate,emp_pop_ratio,unemploy_rate,insured_unemploy_rate,corp_profit_aftertax_without,corp_profit_aftertax_with,corp_profit_beforetax_without,fed_debt_precent_gdp,m1_velocity
14.9,,64849.0,2543,.,2.7,37.3,83.5,59.2,26.2668,21.9859,37.1404,485.1,1522.0,963.0,415.0,548.0,318.2,10.5,56.3,5.0,.,,,,,
14.3,,65011.0,2668,.,2.6,37.1,83.9,59.4,26.4697,22.4256,37.6645,486.1,1591.0,1047.0,394.0,495.0,317.8,10.7,56.3,5.1,.,32.441,32.082,54.549,,3.709
13.7,,64844.0,2599,.,2.6,37.1,83.7,59.2,26.6349,22.8187,38.089,486.3,1607.0,1113.0,407.0,482.0,320.2,9.6,56.1,5.2,.,,,,,
13.7,,64770.0,2507,.,2.7,37.0,83.9,59.3,26.7848,23.2035,38.2605,482.1,1602.0,1275.0,449.0,446.0,324.2,8.7,56.0,5.5,.,,,,,
12.9,,64911.0,2730,.,2.7,37.4,83.8,59.4,26.9735,23.5847,38.4113,478.7,1750.0,1292.0,436.0,447.0,322.8,9.4,56.1,5.7,.,31.96,33.127,53.368,,3.769
13.1,,64530.0,2799,.,3.2,37.0,83.5,59.1,27.1343,23.7252,38.6978,478.4,1745.0,1205.0,505.0,477.0,322.9,10.1,55.7,5.8,.,,,,,
13.1,,65341.0,2734,.,2.9,37.3,83.9,59.5,27.5059,24.0666,39.2932,475.7,1657.0,1122.0,453.0,467.0,322.9,11.0,56.3,5.3,.,,,,,
13.5,,65347.0,2507,.,2.5,37.0,83.6,59.1,27.623,24.2748,39.6291,476.7,1638.0,1045.0,450.0,465.0,323.6,10.9,56.0,5.2,.,34.614,34.445,58.778,,3.878
13.1,,65620.0,2565,.,2.5,37.1,83.4,59.1,27.696,24.4392,39.7872,475.7,1431.0,1034.0,412.0,429.0,325.3,10.6,56.2,4.8,.,,,,,
13.0,,64673.0,2405,.,2.7,36.6,82.8,58.5,27.7862,24.6403,40.018,475.3,1666.0,1120.0,519.0,440.0,330.2,9.4,55.4,5.4,.,,,,,
12.6,,65959.0,2769,.,2.8,37.8,83.6,59.5,27.8319,24.8241,40.5152,472.6,1735.0,1002.0,465.0,431.0,336.5,8.4,56.4,5.2,.,32.312,32.68,54.428,,3.876
11.9,,66057.0,2733,.,2.8,37.9,83.4,59.5,27.8235,24.9725,40.8926,472.1,1718.0,1074.0,408.0,389.0,330.0,10.4,56.4,5.1,.,,,,,
11.9,,66168.0,2904,.,3.0,38.4,83.3,59.7,27.7933,25.1264,41.3564,471.5,1738.0,1182.0,458.0,396.0,330.1,10.4,56.5,5.4,.,,,,,
12.6,,65909.0,2830,.,3.0,38.1,83.2,59.5,27.8032,25.3797,41.3958,474.5,1709.0,1184.0,521.0,400.0,331.4,10.4,56.2,5.5,.,31.023,32.675,52.155,,3.872
12.2,,65895.0,2933,.,3.1,37.9,83.3,59.5,27.8468,25.6171,41.3249,477.2,1746.0,1287.0,517.0,410.0,331.6,10.3,56.1,5.6,.,,,,,
12.9,,66267.0,3071,.,3.5,38.2,83.5,59.7,27.9041,25.8141,41.4006,476.9,1677.0,1213.0,516.0,466.0,333.4,10.0,56.4,5.5,.,,,,,
13.5,,65632.0,3069,.,3.5,37.7,83.4,59.4,27.9869,25.9654,41.5247,473.6,1766.0,1282.0,623.0,566.0,335.4,9.8,55.8,6.1,.,29.922,31.378,50.05,,3.836
13.9,,66109.0,3119,.,3.7,38.2,83.7,59.8,27.9885,26.0828,41.6827,473.1,1718.0,1367.0,673.0,550.0,335.4,9.8,56.1,6.1,.,,,,,
12.4,,65778.0,3305,.,3.9,38.2,83.4,59.7,28.1212,26.2762,42.1051,472.0,2102.0,1468.0,588.0,554.0,331.3,10.4,55.7,6.6,.,,,,,
13.7,,65776.0,3428,.,4.0,38.2,83.4,59.6,28.1882,26.2898,42.0358,472.9,1884.0,1477.0,688.0,640.0,332.2,11.1,55.7,6.6,.,29.223,30.286,49.179,,3.851
13.6,,65588.0,3561,.,4.2,38.5,82.9,59.6,28.2445,26.912,41.9503,474.5,2037.0,1407.0,751.0,665.0,333.7,11.1,55.5,6.9,.,,,,,
14.1,,65850.0,3325,.,4.3,38.7,83.1,59.7,28.3627,27.3732,42.0518,475.5,1863.0,1476.0,769.0,694.0,337.7,10.4,55.6,6.9,.,,,,,
15.5,,65374.0,3295,.,4.7,38.1,82.8,59.3,28.3899,27.1321,42.2127,476.7,1729.0,1427.0,796.0,802.0,337.6,10.6,55.2,7.0,.,30.671,33.057,52.095,,3.896
15.6,,65449.0,3269,.,5.6,38.1,83.0,59.4,28.4546,26.9576,42.1342,478.2,1748.0,1432.0,827.0,859.0,339.9,10.8,55.2,7.1,.,,,,,
16.2,,65993.0,3151,.,5.5,38.6,83.1,59.7,28.6988,27.0509,42.4519,478.9,1841.0,1419.0,723.0,928.0,340.9,11.5,55.6,6.9,.,,,,,
17.3,,65608.0,3035,.,4.7,38.1,82.8,59.3,28.8611,27.1505,42.5813,477.6,1789.0,1356.0,839.0,991.0,340.6,12.0,55.2,7.0,.,32.317,34.527,55.033,,3.959
17.0,,65852.0,3152,.,4.5,38.0,82.9,59.3,28.9749,27.2368,42.6567,479.3,1701.0,1387.0,749.0,900.0,342.1,11.7,55.3,6.6,.,,,,,
16.1,,65541.0,2976,.,4.1,37.7,82.6,59.0,29.0706,27.2024,42.7707,479.7,1859.0,1297.0,686.0,845.0,344.4,11.3,55.0,6.7,.,,,,,
15.9,,65919.0,2913,.,3.9,38.0,82.6,59.1,29.1484,27.3099,42.9778,480.7,1811.0,1288.0,659.0,822.0,346.5,11.7,55.3,6.5,.,34.595,37.1,59.311,,4.012
17.0,,66081.0,2875,.,3.7,37.8,82.7,59.1,29.2733,27.4494,43.1337,483.0,1638.0,1269.0,622.0,766.0,349.9,11.6,55.5,6.1,.,,,,,
15.8,,65900.0,2645,.,3.6,37.5,82.5,58.8,29.548,27.6119,43.7997,483.8,1734.0,1175.0,623.0,738.0,352.4,11.6,55.3,6.0,.,,,,,
15.3,,66108.0,2392,.,3.6,37.9,82.2,58.8,29.7869,27.8617,43.9853,483.4,1701.0,1161.0,561.0,674.0,353.2,11.3,55.4,5.8,.,35.196,39.407,58.34,,4.079
16.0,,66538.0,2631,.,3.5,38.0,82.5,59.0,29.9882,28.0461,43.8688,483.9,1504.0,1118.0,561.0,683.0,354.0,11.8,55.7,5.5,.,,,,,
15.0,,66493.0,2783,.,3.5,37.8,82.5,58.9,30.2195,28.3085,44.1012,483.9,1721.0,1049.0,523.0,639.0,357.4,11.6,55.7,5.6,.,,,,,
14.9,,66372.0,2596,.,3.3,37.8,82.0,58.7,30.5167,28.4962,44.5398,484.6,1629.0,1105.0,499.0,623.0,359.0,11.7,55.4,5.6,.,35.166,39.661,58.026,,4.095
15.5,,66688.0,2756,.,3.1,37.8,82.4,58.9,30.8503,28.6966,44.8413,485.4,1543.0,1131.0,507.0,627.0,362.0,11.1,55.7,5.5,.,,,,,
15.1,,66670.0,2683,.,3.1,37.8,82.1,58.8,31.279,29.0264,45.5419,485.3,1598.0,1101.0,506.0,573.0,360.4,11.5,55.6,5.5,.,,,,,
14.6,,66483.0,2759,.,3.0,37.7,81.7,58.5,31.6154,29.2979,45.7268,484.8,1592.0,1142.0,484.0,565.0,361.4,11.6,55.3,5.4,.,36.205,40.692,59.757,,4.158
14.5,,66968.0,2626,.,3.0,38.3,82.1,59.0,31.9034,29.534,45.9234,484.1,1731.0,1238.0,485.0,596.0,362.9,11.4,55.7,5.7,.,,,,,
14.1,,67192.0,2675,.,3.1,38.3,82.0,59.0,32.2481,29.697,46.3736,480.9,1749.0,1192.0,567.0,529.0,368.8,10.4,55.7,5.6,.,,,,,
14.1,,67114.0,2704,.,3.1,37.9,81.7,58.7,32.6075,29.9067,46.8487,482.9,1636.0,1144.0,516.0,506.0,366.5,11.3,55.5,5.4,.,37.066,43.229,60.694,,4.158
13.3,,66847.0,2714,.,3.1,37.8,81.6,58.5,32.9728,30.1116,47.1998,484.9,1838.0,1076.0,611.0,440.0,371.7,10.4,55.2,5.7,.,,,,,
13.6,,66947.0,2575,.,3.0,37.8,81.4,58.4,33.292,30.2333,47.4376,486.5,1732.0,1171.0,558.0,510.0,373.6,10.3,55.2,5.5,.,,,,,
13.8,,67072.0,2613,.,3.2,38.0,81.4,58.6,33.6825,30.5456,47.6623,487.2,1730.0,1253.0,578.0,544.0,374.4,10.9,55.2,5.7,.,36.708,43.477,60.428,,4.178
14.1,,67024.0,2560,.,3.2,38.2,81.3,58.6,34.0682,30.9054,47.8294,488.5,1858.0,1283.0,540.0,597.0,373.4,10.7,55.1,5.9,.,,,,,
14.5,,67351.0,2645,.,3.1,38.2,81.4,58.6,34.3532,31.2414,47.9739,489.0,1701.0,1266.0,488.0,599.0,375.0,10.6,55.3,5.7,.,,,,,
14.5,,67642.0,2644,.,3.1,38.4,81.5,58.8,34.709,31.5371,48.3917,491.1,1717.0,1226.0,480.0,591.0,376.4,10.7,55.5,5.7,.,38.652,44.817,64.064,,4.194
14.5,,67615.0,2571,.,3.1,38.5,81.4,58.8,35.1932,31.8349,48.649,493.0,1870.0,1160.0,552.0,605.0,377.2,10.9,55.3,5.9,.,,,,,
14.0,,67649.0,2627,.,3.1,38.1,81.2,58.5,35.8523,32.1157,49.2469,491.3,1719.0,1259.0,567.0,500.0,381.7,10.5,55.3,5.6,.,,,,,
14.0,,67905.0,2482,.,3.0,38.3,81.5,58.7,36.3411,32.4699,49.4664,493.0,1693.0,1289.0,522.0,548.0,384.4,10.1,55.4,5.6,.,39.653,45.541,65.769,,4.248
13.9,,67908.0,2740,.,3.0,38.0,81.3,58.5,36.7087,32.1991,49.4768,493.7,1677.0,1150.0,593.0,521.0,386.3,10.2,55.4,5.4,.,,,,,
14.2,,68174.0,2723,.,3.0,38.4,81.4,58.7,37.0748,32.7884,49.8225,494.8,1695.0,1225.0,510.0,559.0,385.5,11.0,55.5,5.5,.,,,,,
13.9,,68294.0,2647,.,3.0,38.6,81.3,58.8,37.4258,33.7147,50.4111,496.3,1738.0,1163.0,541.0,530.0,386.0,11.5,55.5,5.5,.,40.688,46.235,67.404,,4.269
13.3,,68267.0,2623,.,3.0,38.5,81.4,58.8,37.7909,34.0328,51.2382,499.0,1859.0,1227.0,533.0,521.0,389.4,11.0,55.4,5.7,.,,,,,
13.3,,68213.0,2580,.,3.0,38.3,81.0,58.5,38.0828,34.1852,52.1741,496.4,1774.0,1213.0,517.0,490.0,394.7,10.7,55.3,5.5,.,,,,,
13.5,,68327.0,2428,.,2.9,38.4,81.0,58.6,38.5125,34.6292,52.4186,496.8,1805.0,1156.0,553.0,504.0,396.8,10.7,55.3,5.6,.,44.409,50.657,70.805,,4.345
13.2,,68751.0,2567,.,2.9,38.8,81.0,58.8,39.0107,35.0578,52.5482,499.2,1708.0,1216.0,528.0,487.0,400.2,10.4,55.6,5.4,.,,,,,
13.5,,68763.0,2467,.,2.8,38.7,81.0,58.7,39.3606,35.5116,52.7139,499.4,1783.0,1124.0,534.0,505.0,401.8,12.1,55.5,5.4,.,,,,,
12.4,,69356.0,2562,.,2.9,39.2,81.3,59.1,39.6713,35.9241,53.229,500.2,1767.0,1192.0,464.0,470.0,402.8,12.4,55.9,5.3,.,44.397,50.92,70.797,,4.372
13.6,,69631.0,2539,.,3.0,39.1,81.4,59.1,39.9891,36.3619,53.7445,501.3,1681.0,1094.0,471.0,504.0,408.4,11.7,56.1,5.1,.,,,,,
13.6,,69218.0,2484,.,2.8,38.8,80.9,58.7,40.2639,36.7495,54.2937,501.8,1719.0,1109.0,539.0,508.0,411.4,11.5,55.6,5.2,.,,,,,
14.7,,69399.0,2369,.,2.8,38.5,81.1,58.6,40.666,37.3749,54.7159,505.5,1486.0,1112.0,479.0,523.0,414.9,11.2,55.7,4.9,.,45.512,51.459,72.492,,4.386
13.0,,69463.0,2369,.,2.7,38.6,80.9,58.6,41.0241,37.9725,55.1046,508.2,1696.0,1074.0,426.0,508.0,417.7,11.1,55.7,5.0,.,,,,,
12.7,,69578.0,2455,.,2.7,38.5,81.1,58.7,41.3936,38.3619,55.7749,510.6,1703.0,1097.0,457.0,460.0,416.6,11.8,55.7,5.1,.,,,,,
12.6,,69582.0,2435,.,2.7,38.6,80.9,58.6,41.7183,38.816,56.2908,511.6,1754.0,1055.0,470.0,433.0,419.6,11.2,55.6,5.1,.,45.174,51.503,71.69,,4.363
14.0,,69735.0,2367,.,2.6,38.5,80.8,58.5,42.0462,39.1144,56.8628,512.7,1596.0,1047.0,484.0,438.0,416.4,12.5,55.7,4.8,.,,,,,
12.7,,69814.0,2462,.,2.6,38.8,80.6,58.6,42.5067,39.5067,58.3481,513.0,1672.0,1057.0,444.0,429.0,421.0,12.5,55.6,5.0,.,,,,,
12.2,,69997.0,2383,.,2.5,38.7,80.7,58.6,42.8883,39.9919,59.241,513.7,1626.0,1092.0,404.0,389.0,424.4,12.1,55.7,4.9,.,50.699,57.499,79.043,,4.457
12.6,,70127.0,2304,.,2.5,38.8,80.9,58.7,43.2338,40.2656,60.0693,514.4,1743.0,1090.0,507.0,412.0,431.4,10.7,55.7,5.1,.,,,,,
12.0,,70439.0,2296,.,2.5,39.0,80.7,58.7,43.6767,40.6841,61.1489,515.8,1702.0,1029.0,437.0,359.0,433.3,10.8,55.9,4.7,.,,,,,
11.4,,70633.0,2230,.,2.5,39.0,81.0,58.8,44.1391,41.2328,62.1331,516.3,1747.0,1018.0,428.0,368.0,437.1,10.2,56.0,4.8,.,52.574,58.813,81.806,,4.508
11.1,,71034.0,2258,.,2.4,39.0,81.2,59.0,44.5438,41.7653,62.925,513.7,1670.0,1043.0,385.0,351.0,437.6,11.2,56.2,4.6,.,,,,,
11.6,,71025.0,2170,.,2.4,39.4,80.5,58.8,44.9974,42.2325,64.1511,513.1,1656.0,1009.0,417.0,369.0,435.2,12.1,56.1,4.6,.,,,,,
11.6,,71460.0,2289,.,2.3,39.5,80.9,59.1,45.4582,42.8655,64.8904,516.1,1654.0,959.0,359.0,324.0,441.0,11.9,56.5,4.4,.,53.517,59.501,83.277,,4.574
11.9,,71362.0,2259,.,2.3,39.3,80.6,58.9,45.9554,43.4745,65.4792,518.9,1613.0,940.0,406.0,327.0,444.4,11.7,56.3,4.4,.,,,,,
11.9,,71286.0,2019,.,2.3,39.3,80.3,58.7,46.4854,43.8852,66.3883,521.2,1627.0,860.0,376.0,356.0,452.0,12.5,56.2,4.3,.,,,,,
12.1,,71695.0,2168,.,2.3,39.5,80.6,58.9,46.9676,44.3817,67.05,524.5,1533.0,920.0,336.0,336.0,458.5,10.9,56.4,4.2,.,56.577,62.269,88.313,,4.627
11.7,,71724.0,2077,.,2.2,39.6,80.3,58.8,47.435,44.7965,67.754,525.0,1531.0,895.0,334.0,311.0,459.1,11.5,56.4,4.1,.,,,,,
11.4,,72062.0,2037,.,2.2,39.8,80.5,59.0,47.8224,45.0223,69.1577,526.8,1436.0,857.0,366.0,293.0,461.7,11.7,56.6,4.0,.,,,,,
11.9,,72198.0,2081,.,2.0,39.8,80.5,59.0,48.3775,45.4362,69.9831,530.4,1523.0,777.0,333.0,290.0,465.2,11.2,56.7,4.0,.,58.118,64.668,90.826,40.33999,4.688
11.2,,72134.0,1884,.,2.1,39.6,80.3,58.8,48.9637,45.766,70.683,528.7,1505.0,758.0,324.0,270.0,470.2,11.0,56.6,3.8,.,,,,,
11.1,,72188.0,1905,.,2.0,39.6,80.4,58.8,49.4107,46.2038,71.521,529.8,1523.0,814.0,315.0,268.0,475.0,10.7,56.6,3.8,.,,,,,
10.8,,72510.0,1908,.,1.9,39.8,80.5,59.0,49.8439,46.5219,72.3728,532.2,1563.0,653.0,324.0,251.0,476.9,10.3,56.8,3.8,.,58.576,63.743,91.204,39.26763,4.692
10.2,,72497.0,1923,.,1.8,40.0,80.3,59.0,50.1946,46.7555,73.3273,529.5,1631.0,821.0,249.0,285.0,473.1,11.2,56.7,3.9,.,,,,,
9.7,,72775.0,2185,.,1.7,40.1,80.5,59.1,50.7663,47.1738,75.3919,530.0,1647.0,779.0,245.0,230.0,475.5,11.4,56.9,3.8,.,,,,,
9.7,,72860.0,2128,.,1.8,40.2,80.5,59.1,51.0945,47.3985,76.7826,524.8,1640.0,809.0,218.0,209.0,480.6,10.9,56.9,3.8,.,58.397,62.672,90.553,39.62091,4.792
9.8,,73146.0,1942,.,2.1,40.5,80.5,59.3,51.3113,47.5609,76.9939,523.1,1622.0,827.0,259.0,205.0,483.2,11.2,57.0,3.8,.,,,,,
10.1,,73258.0,1856,.,1.8,40.7,80.2,59.3,51.6309,47.5988,77.4883,525.2,1555.0,793.0,286.0,202.0,489.2,11.0,57.1,3.7,.,,,,,
10.3,,73401.0,1857,.,1.7,40.7,80.2,59.3,51.9758,47.5898,78.0104,521.2,1541.0,780.0,273.0,221.0,488.3,11.6,57.1,3.7,.,57.517,64.476,88.953,39.51977,4.858
9.7,,73840.0,1738,.,1.9,41.1,80.4,59.6,52.2246,47.6853,78.3726,521.3,1499.0,776.0,264.0,200.0,490.1,11.8,57.4,3.6,.,,,,,
9.5,,73729.0,2007,.,2.0,41.0,80.5,59.5,52.542,47.7621,78.976,522.5,1582.0,745.0,278.0,210.0,491.8,11.6,57.3,3.8,.,,,,,
9.3,1118750.0,73671.0,2182,.,2.0,40.8,80.5,59.5,52.8101,47.923,79.274,522.5,1608.0,854.0,286.0,203.0,494.2,12.1,57.1,3.9,.,55.152,62.694,85.784,39.20383,4.873
9.2,1162500.0,73606.0,2322,.,2.1,40.7,80.4,59.3,53.0139,47.9998,79.558,524.2,1596.0,862.0,258.0,201.0,493.0,12.6,57.0,3.8,.,,,,,
8.9,1243250.0,73439.0,2308,.,2.2,40.4,80.2,59.1,53.2514,48.1734,80.1231,529.7,1586.0,869.0,256.0,180.0,495.8,12.8,56.8,3.8,.,,,,,
8.8,1281000.0,73882.0,2374,.,2.3,40.9,80.3,59.4,53.505,48.3754,81.185,526.3,1547.0,896.0,254.0,174.0,501.3,11.9,57.1,3.8,.,55.258,61.809,85.602,38.03292,4.834
8.7,1277500.0,73844.0,1835,.,2.3,40.7,80.3,59.3,53.7975,48.6466,81.6022,530.8,1581.0,905.0,264.0,153.0,502.2,12.0,57.0,3.8,.,,,,,
8.3,1246000.0,74278.0,2095,.,2.3,41.0,80.6,59.6,54.1712,48.9846,82.6929,531.5,1704.0,883.0,272.0,150.0,506.8,11.9,57.3,3.9,.,,,,,
8.3,1246200.0,74520.0,2062,.,2.4,41.1,80.6,59.6,54.5249,49.3687,83.7351,533.2,1642.0,863.0,261.0,151.0,506.7,12.6,57.4,3.8,.,56.54,62.608,87.148,38.82145,4.82
8.9,1209250.0,74767.0,2069,.,2.4,41.2,80.6,59.7,54.8836,49.7733,83.5123,536.4,1595.0,928.0,241.0,200.0,509.8,12.6,57.4,3.8,.,,,,,
8.4,1181400.0,74854.0,2233,.,2.2,41.4,80.3,59.7,55.3227,50.1811,83.7365,537.8,1667.0,895.0,286.0,162.0,515.6,11.9,57.4,3.8,.,,,,,
8.7,1172250.0,75051.0,2180,.,2.2,41.7,80.5,59.9,55.7795,50.5313,84.1043,538.9,1730.0,962.0,294.0,178.0,512.2,12.9,57.5,4.0,.,59.497,64.384,91.881,39.10231,4.831
8.9,1148250.0,75125.0,2227,.,2.2,41.6,80.4,59.8,56.2697,50.9189,84.5959,538.1,1680.0,905.0,308.0,182.0,517.4,12.8,57.5,3.9,.,,,,,
8.6,1170600.0,75473.0,2124,.,2.2,41.9,80.4,59.9,56.8439,51.1914,86.1397,539.1,1616.0,920.0,290.0,195.0,525.1,11.8,57.6,3.8,.,,,,,
9.4,1173250.0,74700.0,1873,.,2.3,41.0,79.8,59.2,57.3534,51.615,86.5509,540.5,1458.0,904.0,313.0,190.0,530.9,11.7,57.0,3.7,.,58.82,61.667,95.276,38.42951,4.92
8.7,1164000.0,75229.0,2153,.,2.3,41.4,80.2,59.6,57.9203,52.0255,86.5981,540.1,1710.0,845.0,289.0,179.0,533.6,12.3,57.3,3.8,.,,,,,
8.5,1139200.0,75379.0,1983,.,2.3,41.5,80.0,59.6,58.4912,52.465,87.114,540.8,1651.0,784.0,268.0,179.0,544.3,11.7,57.4,3.7,.,,,,,
8.7,1076000.0,75561.0,1943,.,2.1,41.4,80.1,59.5,59.0422,52.8549,88.421,542.4,1436.0,856.0,244.0,149.0,544.0,12.3,57.4,3.5,.,60.526,65.05,97.59,36.96379,4.97
8.2,1078500.0,76107.0,1933,.,2.1,42.0,80.1,59.9,59.5779,53.2923,88.9726,544.9,1567.0,745.0,259.0,136.0,549.8,12.0,57.8,3.5,.,,,,,
7.9,1065800.0,76182.0,2052,.,2.1,42.0,80.5,60.0,60.2492,53.8707,89.9295,545.8,1755.0,816.0,243.0,162.0,556.3,11.7,57.8,3.7,.,,,,,
8.4,1060500.0,76087.0,1950,.,2.2,41.8,80.3,59.8,60.5934,54.3549,91.0358,545.8,1647.0,831.0,267.0,159.0,563.2,10.7,57.6,3.7,.,61.024,65.527,98.14,37.30897,4.961
8.3,1085000.0,76043.0,1962,.,2.2,41.4,80.3,59.6,60.833,54.9208,91.2381,548.0,1645.0,765.0,240.0,153.0,567.0,10.5,57.5,3.5,.,,,,,
8.2,1051500.0,76172.0,1946,.,2.3,41.6,79.9,59.5,61.3226,55.6814,91.8452,549.0,1534.0,781.0,243.0,132.0,568.2,10.6,57.5,3.4,.,,,,,
8.4,1043250.0,76224.0,1883,.,2.2,41.6,79.9,59.5,62.0005,56.4586,92.8125,549.6,1507.0,799.0,252.0,134.0,571.6,10.8,57.5,3.4,.,62.599,66.09,100.619,36.98532,4.944
8.1,1042200.0,76494.0,1927,.,2.2,41.8,79.8,59.6,62.6616,57.144,94.47,553.7,1593.0,768.0,226.0,131.0,576.7,10.6,57.6,3.4,.,,,,,
8.2,1075750.0,76778.0,1988,.,2.2,41.8,80.0,59.7,63.2818,57.6796,96.2065,554.5,1527.0,800.0,191.0,160.0,576.5,11.1,57.7,3.4,.,,,,,
8.1,1091500.0,76805.0,1914,.,2.3,41.9,79.8,59.6,63.9303,58.2598,97.1481,556.6,1554.0,785.0,209.0,130.0,583.5,10.3,57.6,3.4,.,61.994,64.775,100.694,36.19577,4.983
7.9,1098500.0,77327.0,1952,.,2.3,42.3,80.0,60.0,64.6501,58.7712,98.2963,556.7,1442.0,863.0,243.0,115.0,588.7,9.7,57.9,3.4,.,,,,,
7.9,1077800.0,77367.0,2044,.,2.3,42.3,79.9,59.9,65.3117,59.3802,99.2383,554.0,1603.0,770.0,234.0,119.0,588.9,10.2,57.9,3.4,.,,,,,
7.9,1035750.0,77523.0,1951,.,2.3,42.5,79.8,60.0,65.9054,59.9796,100.7715,552.9,1600.0,764.0,253.0,133.0,593.9,9.7,57.9,3.4,.,60.335,62.864,97.803,34.97403,5.022
7.9,1004400.0,77412.0,1961,.,2.2,42.4,79.5,59.8,66.4363,60.5526,101.9454,551.6,1649.0,657.0,261.0,126.0,600.3,10.1,57.8,3.4,.,,,,,
7.7,1008750.0,77880.0,2092,.,2.1,42.9,79.7,60.1,66.7475,60.7603,102.5404,550.0,1664.0,799.0,244.0,124.0,600.9,11.1,58.0,3.5,.,,,,,
7.8,1086500.0,77959.0,2004,.,2.3,42.9,79.8,60.1,67.1591,61.1069,103.0557,548.1,1686.0,816.0,217.0,160.0,602.7,11.8,58.0,3.5,.,58.634,61.35,94.702,35.01946,5.103
7.9,1084000.0,78250.0,2142,.,2.4,43.0,79.9,60.3,67.5101,61.3273,103.3067,546.6,1637.0,865.0,241.0,132.0,609.9,11.5,58.1,3.5,.,,,,,
8.0,1090500.0,78250.0,2190,.,2.3,42.9,80.1,60.3,67.7711,61.6716,103.8176,544.7,1693.0,963.0,243.0,148.0,613.2,11.6,58.1,3.7,.,,,,,
7.6,1114250.0,78445.0,2165,.,2.4,43.2,79.9,60.4,68.0342,61.9935,104.3372,544.0,1814.0,853.0,238.0,136.0,618.5,11.4,58.1,3.7,.,57.815,56.844,93.411,35.46954,5.102
8.0,1167800.0,78541.0,2084,.,2.5,43.0,79.8,60.2,68.2572,62.2428,105.1854,542.9,1580.0,888.0,246.0,146.0,620.5,11.6,58.1,3.5,.,,,,,
8.0,1253750.0,78740.0,2122,.,2.6,43.1,79.7,60.2,68.4205,62.5065,106.5979,540.8,1585.0,883.0,281.0,132.0,622.8,11.8,58.1,3.5,.,,,,,
7.9,1365800.0,78780.0,2182,.,2.7,43.3,79.9,60.4,68.9435,62.822,106.2979,544.1,1800.0,933.0,288.0,143.0,628.7,11.8,58.0,3.9,.,55.323,53.587,86.399,35.38879,5.112
8.0,1421000.0,78698.0,2186,.,3.0,43.2,80.0,60.4,69.2433,63.0308,105.6953,538.1,1950.0,1048.0,309.0,161.0,634.0,11.7,57.9,4.2,.,,,,,
8.3,1483500.0,78863.0,2236,.,2.9,43.4,80.0,60.6,69.4233,63.204,105.4128,537.1,1978.0,1133.0,353.0,181.0,632.3,12.4,57.9,4.4,.,,,,,
8.2,1640000.0,78930.0,2631,.,3.5,43.6,80.0,60.6,69.5445,63.3147,105.6766,536.9,2139.0,1106.0,400.0,202.0,636.0,13.3,57.9,4.6,.,55.194,57.314,86.35,34.67329,5.152
8.6,1826400.0,78564.0,2487,.,4.1,43.1,79.9,60.3,69.5922,63.4326,106.0118,536.8,2109.0,1241.0,360.0,231.0,642.4,12.4,57.5,4.8,.,,,,,
8.6,1849750.0,78413.0,2353,.,4.1,43.1,79.6,60.2,69.472,63.4018,106.8358,535.1,2100.0,1290.0,433.0,224.0,646.3,12.3,57.3,4.9,.,,,,,
8.9,1879000.0,78726.0,2493,.,4.3,43.5,79.6,60.4,69.6762,63.9002,107.677,534.7,2132.0,1329.0,428.0,234.0,648.5,13.5,57.4,5.0,.,56.132,56.24,88.276,34.86717,5.174
8.8,1939600.0,78624.0,2438,.,4.5,43.4,79.4,60.3,69.8874,64.3114,108.5407,538.2,2182.0,1348.0,454.0,251.0,652.9,13.4,57.2,5.1,.,,,,,
8.9,2056250.0,78498.0,2425,.,4.8,43.2,79.5,60.2,70.1578,64.6383,109.5289,540.3,2235.0,1448.0,507.0,281.0,659.1,12.9,57.0,5.4,.,,,,,
8.7,2214200.0,78685.0,2612,.,5.1,43.5,79.4,60.4,70.4831,64.8064,109.774,540.4,2386.0,1470.0,512.0,259.0,658.3,13.1,57.0,5.5,.,53.35,52.782,84.026,35.74822,5.095
9.3,2299750.0,78650.0,2581,.,5.7,43.5,79.5,60.4,70.7558,64.867,110.1744,539.6,2338.0,1713.0,539.0,332.0,656.6,13.6,56.9,5.9,.,,,,,
9.8,2210000.0,78594.0,2760,.,5.4,43.4,79.6,60.4,71.3438,65.2077,111.3578,538.7,2369.0,1586.0,719.0,383.0,665.6,13.2,56.7,6.1,.,,,,,
10.5,2100600.0,78864.0,2756,.,5.4,43.6,79.4,60.4,71.7341,65.5265,111.5479,540.1,2302.0,1626.0,683.0,430.0,676.1,13.3,56.8,5.9,3.9200000000000000,60.152,62.238,94.536,34.50345,5.226
10.4,2100000.0,78700.0,2732,.,5.8,43.3,79.1,60.1,72.1652,65.9068,111.8951,544.9,2178.0,1633.0,620.0,448.0,679.4,13.3,56.6,5.9,3.9500000000000000,,,,,
