DATE,REALLN,CONSUMER,BUSLOANS
1947-01-01,6.796,4.1612,11.2894
1947-02-01,6.9551,4.2966,11.5179
1947-03-01,7.1249,4.4306,11.7667
1947-04-01,7.2966,4.5687,12.0269
1947-05-01,7.4699,4.7087,12.2788
1947-06-01,7.6361,4.8465,12.4832
1947-07-01,7.8092,4.9815,12.7800
1947-08-01,7.9809,5.1168,13.0822
1947-09-01,8.1487,5.2484,13.3523
1947-10-01,8.3174,5.3819,13.6287
1947-11-01,8.4845,5.5142,13.8998
1947-12-01,8.6428,5.6456,14.2053
1948-01-01,8.8194,5.7786,14.4049
1948-02-01,8.9518,5.9030,14.5635
1948-03-01,9.0946,6.0272,14.7454
1948-04-01,9.2382,6.1559,14.9301
1948-05-01,9.3782,6.2822,15.0976
1948-06-01,9.5132,6.4087,15.2158
1948-07-01,9.6263,6.5025,15.2705
1948-08-01,9.7141,6.5749,15.2120
1948-09-01,9.8022,6.6470,15.1478
1948-10-01,9.8895,6.7191,15.0945
1948-11-01,9.9750,6.7905,15.0462
1948-12-01,10.0546,6.8632,15.0348
1949-01-01,10.1415,6.9304,14.9254
1949-02-01,10.1855,6.9911,14.7874
1949-03-01,10.2368,7.0514,14.6621
1949-04-01,10.2838,7.1145,14.5149
1949-05-01,10.3285,7.1769,14.3455
1949-06-01,10.3673,7.2402,14.1386
1949-07-01,10.4284,7.3486,14.0212
1949-08-01,10.4933,7.4857,13.9230
1949-09-01,10.5573,7.6232,13.8246
1949-10-01,10.6213,7.7584,13.7376
1949-11-01,10.6841,7.8938,13.6548
1949-12-01,10.7452,8.0318,13.5957
1950-01-01,10.8820,8.1905,13.6493
1950-02-01,11.0301,8.3569,13.7957
1950-03-01,11.1819,8.5232,13.9531
1950-04-01,11.3294,8.6946,14.1119
1950-05-01,11.4721,8.8647,14.2519
1950-06-01,11.6076,9.0386,14.3880
1950-07-01,11.7702,9.2126,14.7712
1950-08-01,11.9461,9.3920,15.2975
1950-09-01,12.1145,9.5702,15.8075
1950-10-01,12.2836,9.7462,16.3104
1950-11-01,12.4544,9.9240,16.8092
1950-12-01,12.6219,10.0998,17.3061
1951-01-01,12.7791,10.1865,17.7542
1951-02-01,12.8930,10.2120,18.1862
1951-03-01,13.0078,10.2365,18.6363
1951-04-01,13.1077,10.2624,19.1031
1951-05-01,13.2035,10.2878,19.5512
1951-06-01,13.2826,10.3141,20.0031
1951-07-01,13.3717,10.3536,20.2509
1951-08-01,13.4661,10.4035,20.3672
1951-09-01,13.5464,10.4523,20.4775
1951-10-01,13.6351,10.5007,20.6053
1951-11-01,13.7262,10.5501,20.7329
1951-12-01,13.7744,10.5539,20.9657
1952-01-01,13.6522,10.3998,22.1319
1952-02-01,13.6920,10.4559,22.4316
1952-03-01,13.7838,10.5458,22.3763
1952-04-01,13.8904,10.6132,22.1380
1952-05-01,13.9909,10.7961,21.9293
1952-06-01,14.1335,11.1810,22.0525
1952-07-01,14.1862,11.4008,22.1461
1952-08-01,14.2762,11.6217,22.3937
1952-09-01,14.3747,11.7689,22.6967
1952-10-01,14.4525,12.0587,23.0685
1952-11-01,14.5314,12.3068,23.4435
1952-12-01,14.6152,12.5307,23.2300
1953-01-01,14.7509,12.8032,23.4687
1953-02-01,14.8910,13.0765,23.6226
1953-03-01,14.9713,13.3978,23.6983
1953-04-01,15.0410,13.6752,23.8228
1953-05-01,15.1400,13.8937,23.8827
1953-06-01,15.2691,14.0122,23.7607
1953-07-01,15.3169,14.0443,23.7782
1953-08-01,15.3560,14.1945,23.9951
1953-09-01,15.4112,14.3168,24.0138
1953-10-01,15.4940,14.3955,23.9825
1953-11-01,15.5775,14.3646,23.8700
1953-12-01,15.6815,14.4829,23.1686
1954-01-01,15.7036,14.4953,23.0112
1954-02-01,15.7079,14.3278,22.9520
1954-03-01,15.8053,14.2642,22.9270
1954-04-01,15.9122,14.2036,22.7987
1954-05-01,16.0059,14.1649,22.6694
1954-06-01,16.1206,14.2211,22.5139
1954-07-01,16.2817,14.3085,22.4390
1954-08-01,16.4543,14.4190,22.4422
1954-09-01,16.5989,14.4418,22.4805
1954-10-01,16.7815,14.4976,22.5787
1954-11-01,16.9649,14.5744,22.6956
1954-12-01,17.1987,14.7242,22.5382
1955-01-01,17.4247,14.8217,22.8036
1955-02-01,17.6462,14.9558,22.9901
1955-03-01,17.8715,15.1819,23.1876
1955-04-01,18.0734,15.4428,23.3723
1955-05-01,18.2861,15.6720,23.7085
1955-06-01,18.5473,16.0807,24.1102
1955-07-01,18.7283,16.2965,24.5263
1955-08-01,18.9229,16.4447,24.9630
1955-09-01,19.1557,16.6159,25.3672
1955-10-01,19.3747,16.8109,25.7546
1955-11-01,19.4168,16.9503,26.4404
1955-12-01,19.4592,17.0879,26.7161
1956-01-01,19.6029,17.2573,27.1736
1956-02-01,19.7735,17.3710,27.6564
1956-03-01,19.9583,17.5483,28.5289
1956-04-01,20.1586,17.7106,29.2850
1956-05-01,20.3402,17.8523,29.6299
1956-06-01,20.5628,18.1790,30.2630
1956-07-01,20.6387,18.3056,30.7252
1956-08-01,20.7118,18.3737,31.0855
1956-09-01,20.8400,18.4292,31.4451
1956-10-01,20.9734,18.5482,31.8895
1956-11-01,21.0604,18.6686,32.2609
1956-12-01,21.1985,18.8678,32.4730
1957-01-01,21.2111,18.8144,32.6870
1957-02-01,21.2389,18.8059,32.6895
1957-03-01,21.2624,18.9299,33.0407
1957-04-01,21.2736,19.0117,33.3856
1957-05-01,21.2595,19.1767,33.6362
1957-06-01,21.2304,19.2889,34.0596
1957-07-01,21.3146,19.4259,34.3749
1957-08-01,21.4130,19.6000,34.5961
1957-09-01,21.4475,19.7663,34.5474
1957-10-01,21.4859,19.9091,34.4197
1957-11-01,21.5226,20.0105,34.3325
1957-12-01,21.5397,19.8127,33.8853
1958-01-01,22.4231,19.9094,34.6988
1958-02-01,22.7674,20.0095,34.8623
1958-03-01,22.8259,19.8940,34.7528
1958-04-01,22.8991,19.8511,34.5718
1958-05-01,23.0368,19.8691,34.4375
1958-06-01,23.1186,19.7880,34.2718
1958-07-01,23.3003,19.9426,34.1831
1958-08-01,23.5152,20.1531,34.3612
1958-09-01,23.6594,20.1046,34.5237
1958-10-01,23.9721,20.1174,34.7518
1958-11-01,24.2854,20.2342,34.9156
1958-12-01,24.5366,20.4330,34.9489
1959-01-01,24.9242,20.7282,35.2130
1959-02-01,25.2270,20.9603,35.2201
1959-03-01,25.4218,21.2090,35.1304
1959-04-01,25.7261,21.4893,35.5581
1959-05-01,26.0187,21.7188,36.3064
1959-06-01,26.2668,21.9859,37.1404
1959-07-01,26.4697,22.4256,37.6645
1959-08-01,26.6349,22.8187,38.0890
1959-09-01,26.7848,23.2035,38.2605
1959-10-01,26.9735,23.5847,38.4113
1959-11-01,27.1343,23.7252,38.6978
1959-12-01,27.5059,24.0666,39.2932
1960-01-01,27.6230,24.2748,39.6291
1960-02-01,27.6960,24.4392,39.7872
1960-03-01,27.7862,24.6403,40.0180
1960-04-01,27.8319,24.8241,40.5152
1960-05-01,27.8235,24.9725,40.8926
1960-06-01,27.7933,25.1264,41.3564
1960-07-01,27.8032,25.3797,41.3958
1960-08-01,27.8468,25.6171,41.3249
1960-09-01,27.9041,25.8141,41.4006
1960-10-01,27.9869,25.9654,41.5247
1960-11-01,27.9885,26.0828,41.6827
1960-12-01,28.1212,26.2762,42.1051
1961-01-01,28.1882,26.2898,42.0358
1961-02-01,28.2445,26.9120,41.9503
1961-03-01,28.3627,27.3732,42.0518
1961-04-01,28.3899,27.1321,42.2127
1961-05-01,28.4546,26.9576,42.1342
1961-06-01,28.6988,27.0509,42.4519
1961-07-01,28.8611,27.1505,42.5813
1961-08-01,28.9749,27.2368,42.6567
1961-09-01,29.0706,27.2024,42.7707
1961-10-01,29.1484,27.3099,42.9778
1961-11-01,29.2733,27.4494,43.1337
1961-12-01,29.5480,27.6119,43.7997
1962-01-01,29.7869,27.8617,43.9853
1962-02-01,29.9882,28.0461,43.8688
1962-03-01,30.2195,28.3085,44.1012
1962-04-01,30.5167,28.4962,44.5398
1962-05-01,30.8503,28.6966,44.8413
1962-06-01,31.2790,29.0264,45.5419
1962-07-01,31.6154,29.2979,45.7268
1962-08-01,31.9034,29.5340,45.9234
1962-09-01,32.2481,29.6970,46.3736
1962-10-01,32.6075,29.9067,46.8487
1962-11-01,32.9728,30.1116,47.1998
1962-12-01,33.2920,30.2333,47.4376
1963-01-01,33.6825,30.5456,47.6623
1963-02-01,34.0682,30.9054,47.8294
1963-03-01,34.3532,31.2414,47.9739
1963-04-01,34.7090,31.5371,48.3917
1963-05-01,35.1932,31.8349,48.6490
1963-06-01,35.8523,32.1157,49.2469
1963-07-01,36.3411,32.4699,49.4664
1963-08-01,36.7087,32.1991,49.4768
1963-09-01,37.0748,32.7884,49.8225
1963-10-01,37.4258,33.7147,50.4111
1963-11-01,37.7909,34.0328,51.2382
1963-12-01,38.0828,34.1852,52.1741
1964-01-01,38.5125,34.6292,52.4186
1964-02-01,39.0107,35.0578,52.5482
1964-03-01,39.3606,35.5116,52.7139
1964-04-01,39.6713,35.9241,53.2290
1964-05-01,39.9891,36.3619,53.7445
1964-06-01,40.2639,36.7495,54.2937
1964-07-01,40.6660,37.3749,54.7159
1964-08-01,41.0241,37.9725,55.1046
1964-09-01,41.3936,38.3619,55.7749
1964-10-01,41.7183,38.8160,56.2908
1964-11-01,42.0462,39.1144,56.8628
1964-12-01,42.5067,39.5067,58.3481
1965-01-01,42.8883,39.9919,59.2410
1965-02-01,43.2338,40.2656,60.0693
1965-03-01,43.6767,40.6841,61.1489
1965-04-01,44.1391,41.2328,62.1331
1965-05-01,44.5438,41.7653,62.9250
1965-06-01,44.9974,42.2325,64.1511
1965-07-01,45.4582,42.8655,64.8904
1965-08-01,45.9554,43.4745,65.4792
1965-09-01,46.4854,43.8852,66.3883
1965-10-01,46.9676,44.3817,67.0500
1965-11-01,47.4350,44.7965,67.7540
1965-12-01,47.8224,45.0223,69.1577
1966-01-01,48.3775,45.4362,69.9831
1966-02-01,48.9637,45.7660,70.6830
1966-03-01,49.4107,46.2038,71.5210
1966-04-01,49.8439,46.5219,72.3728
1966-05-01,50.1946,46.7555,73.3273
1966-06-01,50.7663,47.1738,75.3919
1966-07-01,51.0945,47.3985,76.7826
1966-08-01,51.3113,47.5609,76.9939
1966-09-01,51.6309,47.5988,77.4883
1966-10-01,51.9758,47.5898,78.0104
1966-11-01,52.2246,47.6853,78.3726
1966-12-01,52.5420,47.7621,78.9760
1967-01-01,52.8101,47.9230,79.2740
1967-02-01,53.0139,47.9998,79.5580
1967-03-01,53.2514,48.1734,80.1231
1967-04-01,53.5050,48.3754,81.1850
1967-05-01,53.7975,48.6466,81.6022
1967-06-01,54.1712,48.9846,82.6929
1967-07-01,54.5249,49.3687,83.7351
1967-08-01,54.8836,49.7733,83.5123
1967-09-01,55.3227,50.1811,83.7365
1967-10-01,55.7795,50.5313,84.1043
1967-11-01,56.2697,50.9189,84.5959
1967-12-01,56.8439,51.1914,86.1397
1968-01-01,57.3534,51.6150,86.5509
1968-02-01,57.9203,52.0255,86.5981
1968-03-01,58.4912,52.4650,87.1140
1968-04-01,59.0422,52.8549,88.4210
1968-05-01,59.5779,53.2923,88.9726
1968-06-01,60.2492,53.8707,89.9295
1968-07-01,60.5934,54.3549,91.0358
1968-08-01,60.8330,54.9208,91.2381
1968-09-01,61.3226,55.6814,91.8452
1968-10-01,62.0005,56.4586,92.8125
1968-11-01,62.6616,57.1440,94.4700
1968-12-01,63.2818,57.6796,96.2065
1969-01-01,63.9303,58.2598,97.1481
1969-02-01,64.6501,58.7712,98.2963
1969-03-01,65.3117,59.3802,99.2383
1969-04-01,65.9054,59.9796,100.7715
1969-05-01,66.4363,60.5526,101.9454
1969-06-01,66.7475,60.7603,102.5404
1969-07-01,67.1591,61.1069,103.0557
1969-08-01,67.5101,61.3273,103.3067
1969-09-01,67.7711,61.6716,103.8176
1969-10-01,68.0342,61.9935,104.3372
1969-11-01,68.2572,62.2428,105.1854
1969-12-01,68.4205,62.5065,106.5979
1970-01-01,68.9435,62.8220,106.2979
1970-02-01,69.2433,63.0308,105.6953
1970-03-01,69.4233,63.2040,105.4128
1970-04-01,69.5445,63.3147,105.6766
1970-05-01,69.5922,63.4326,106.0118
1970-06-01,69.4720,63.4018,106.8358
1970-07-01,69.6762,63.9002,107.6770
1970-08-01,69.8874,64.3114,108.5407
1970-09-01,70.1578,64.6383,109.5289
1970-10-01,70.4831,64.8064,109.7740
1970-11-01,70.7558,64.8670,110.1744
1970-12-01,71.3438,65.2077,111.3578
