DATE,avg_weeks_unemployed,cont_claims_insur_unemploy,full_employ_level,part_employ_level,not_in_labor_force,gov_unemp_insur,labor_particip_women,labor_particip_men,labor_particip_total,real_estate_loans,consumer_loans,commerc_indust_loans,m1_real,unemp_less_five_weeks,unemp_5_to_14_wks,unemp_15_to_26_wks,unemp_over_27_wks,personal_consum_exp,personal_save_rate,emp_pop_ratio,unemploy_rate,insured_unemploy_rate,corp_profit_aftertax_without,corp_profit_aftertax_with,corp_profit_beforetax_without,fed_debt_precent_gdp,m1_velocity
1994-11,18.0,2532250.0,124516.0,4468.0,65716.0,21.5,58.9,75.2,66.7,977.7662,436.0752,638.3813,768.3,2619.0,2164.0,1196.0,1470.0,4825.6,7.0,63.0,5.6,2.325,,,,,
1994-12,17.8,2528800.0,124721.0,4440.0,65814.0,20.6,58.7,75.4,66.7,987.8106,443.2028,643.8298,766.6,2581.0,2146.0,1121.0,1367.0,4841.6,7.2,63.1,5.5,2.34,,,,,
1995-01,17.1,2512500.0,124663.0,4550.0,65715.0,20.9,58.8,75.4,66.8,996.7972,447.8858,654.3544,765.0,2764.0,2164.0,1056.0,1340.0,4851.2,7.5,63.0,5.6,2.325,467.603,473.014,662.349,64.66271,6.55
1995-02,17.0,2522500.0,124928.0,4397.0,65770.0,21.0,58.8,75.4,66.8,1006.1829,448.5184,666.6063,760.4,2578.0,2197.0,1119.0,1226.0,4850.8,7.8,63.1,5.4,2.3,,,,,
1995-03,17.3,2531250.0,124955.0,4451.0,65899.0,20.8,58.8,75.3,66.7,1013.6176,451.3964,673.5294,758.4,2572.0,2276.0,949.0,1338.0,4885.4,7.5,63.1,5.4,2.325,,,,,
1995-04,17.6,2519400.0,124945.0,4428.0,65558.0,21.1,59.2,75.3,66.9,1019.8816,457.3681,677.5317,757.1,2730.0,2370.0,1060.0,1413.0,4890.2,6.9,63.1,5.8,2.3,491.19,501.361,682.223,65.31294,6.614
1995-05,17.0,2573000.0,124421.0,4513.0,66435.0,22.2,58.8,74.9,66.5,1027.7361,459.8891,686.1633,753.0,2603.0,2332.0,1261.0,1316.0,4933.1,7.1,62.7,5.6,2.325,,,,,
1995-06,15.9,2606750.0,124522.0,4489.0,66504.0,21.4,58.7,75.0,66.5,1035.1162,464.1627,690.6134,750.8,2744.0,2354.0,1031.0,1235.0,4977.5,6.7,62.7,5.6,2.4,,,,,
1995-07,16.5,2622800.0,124816.0,4436.0,66272.0,22.2,59.1,74.9,66.6,1044.5193,468.5495,698.5567,750.7,2627.0,2565.0,1061.0,1250.0,4970.2,7.1,62.8,5.7,2.36,498.739,528.356,696.765,64.73906,6.714
1995-08,16.2,2607250.0,124852.0,4513.0,66465.0,22.0,59.0,74.8,66.6,1049.3134,473.3885,702.8397,749.1,2732.0,2434.0,1156.0,1235.0,5005.3,6.7,62.8,5.7,2.375,,,,,
1995-09,16.2,2626800.0,125133.0,4580.0,66394.0,21.7,59.0,75.0,66.6,1054.7455,475.3969,706.0539,745.9,2857.0,2296.0,1045.0,1261.0,5020.5,6.8,62.9,5.6,2.4,,,,,
1995-10,16.0,2663250.0,125388.0,4462.0,66476.0,22.9,59.2,74.7,66.6,1057.2145,475.1257,706.3091,740.9,2725.0,2380.0,1052.0,1220.0,5013.9,7.1,62.9,5.5,2.4,505.677,544.273,699.668,64.18282,6.86
1995-11,16.4,2672000.0,125188.0,4489.0,66741.0,22.3,59.1,74.6,66.5,1060.8,478.0789,712.6118,737.9,2812.0,2353.0,1085.0,1254.0,5055.6,6.6,62.8,5.6,2.4,,,,,
1995-12,16.3,2612600.0,125088.0,4434.0,66997.0,22.2,58.9,74.6,66.4,1062.0481,482.8941,715.1109,732.6,2662.0,2414.0,1117.0,1214.0,5097.5,6.1,62.7,5.6,2.38,,,,,
1996-01,16.1,2648750.0,125125.0,4022.0,67018.0,23.5,58.9,74.6,66.4,1068.2527,485.4997,721.8113,726.2,2725.0,2387.0,1162.0,1209.0,5085.7,6.7,62.7,5.6,2.35,524.958,570.595,726.619,65.04171,7.016
1996-02,16.4,2692750.0,125639.0,4420.0,66820.0,23.1,58.9,74.9,66.6,1071.5367,484.632,724.1688,721.6,2713.0,2266.0,1106.0,1201.0,5132.8,6.7,62.9,5.5,2.425,,,,,
1996-03,17.3,2685000.0,125862.0,4429.0,66741.0,22.4,59.0,74.9,66.6,1077.4829,486.7487,727.344,721.9,2594.0,2259.0,1124.0,1330.0,5173.3,6.6,63.0,5.5,2.4,,,,,
1996-04,17.6,2633500.0,125994.0,4464.0,66692.0,23.8,59.1,74.9,66.7,1079.35,490.7405,732.0751,720.6,2530.0,2358.0,1108.0,1347.0,5208.0,5.7,63.0,5.6,2.325,526.924,571.385,740.315,64.2497,7.18
1996-05,17.0,2590500.0,126244.0,4327.0,66611.0,22.2,59.1,75.0,66.7,1081.5981,488.7727,736.4421,713.9,2765.0,2349.0,1044.0,1359.0,5223.8,6.7,63.0,5.6,2.3,,,,,
1996-06,17.6,2548000.0,126602.0,4312.0,66762.0,22.2,59.0,75.0,66.7,1084.7884,492.6708,741.4136,711.7,2552.0,2162.0,985.0,1370.0,5229.8,7.1,63.2,5.3,2.28,,,,,
1996-07,16.7,2490000.0,126947.0,4358.0,66357.0,22.2,59.3,75.2,66.9,1080.7377,492.4461,745.0458,708.5,2672.0,2332.0,961.0,1336.0,5251.9,6.7,63.3,5.5,2.2,522.644,576.328,736.36,64.25469,7.369
1996-08,17.3,2494400.0,127172.0,4391.0,66793.0,20.8,59.3,74.8,66.7,1089.3014,495.7375,747.8376,700.8,2496.0,2187.0,1002.0,1265.0,5275.0,6.6,63.3,5.1,2.2,,,,,
1996-09,16.8,2473000.0,127536.0,4382.0,66546.0,21.9,59.5,75.0,66.9,1096.134,499.7715,758.5608,695.1,2525.0,2214.0,1006.0,1214.0,5296.6,6.7,63.4,5.2,2.2,,,,,
1996-10,16.3,2460250.0,127890.0,4372.0,66352.0,21.8,59.6,75.1,67.0,1104.924,504.9336,765.9839,686.3,2477.0,2334.0,1084.0,1184.0,5328.5,6.4,63.5,5.2,2.15,534.89,594.137,751.667,64.44697,7.623
1996-11,15.9,2428600.0,127771.0,4025.0,66456.0,21.1,59.8,74.9,67.0,1112.1296,506.4734,772.0638,682.7,2920.0,2207.0,1013.0,1146.0,5351.2,6.4,63.4,5.4,2.14,,,,,
1996-12,15.6,2487750.0,127860.0,4365.0,66523.0,22.2,59.8,74.8,67.0,1122.9609,508.9654,778.6369,679.6,2621.0,2417.0,970.0,1154.0,5378.6,6.4,63.4,5.4,2.2,,,,,
1997-01,16.0,2487750.0,128298.0,4189.0,66829.0,21.0,59.6,74.9,67.0,1129.8736,511.9562,782.3782,678.3,2758.0,2219.0,1012.0,1150.0,5411.1,6.2,63.4,5.3,2.175,546.764,620.834,764.966,64.34428,7.761
1997-02,15.8,2415000.0,128298.0,4242.0,66988.0,20.9,59.5,74.9,66.9,1135.1303,509.3965,789.1722,675.5,2549.0,2357.0,1031.0,1109.0,5434.0,6.2,63.4,5.2,2.1,,,,,
1997-03,15.5,2347600.0,128891.0,4112.0,66622.0,21.0,59.8,75.0,67.1,1147.8438,504.5692,795.6323,671.2,2602.0,2323.0,1012.0,1098.0,5454.2,6.4,63.6,5.2,2.04,,,,,
1997-04,15.6,2324250.0,129143.0,4396.0,66658.0,21.0,59.7,75.1,67.1,1160.6711,506.0059,803.9052,665.4,2439.0,2190.0,1071.0,1105.0,5459.3,6.5,63.7,5.1,2.0,565.264,639.157,787.741,63.10907,8.002
1997-05,15.4,2302800.0,129464.0,4032.0,66713.0,19.7,59.8,75.0,67.1,1171.9913,508.604,809.3214,665.3,2527.0,2061.0,1070.0,1051.0,5460.2,6.8,63.8,4.9,2.0,,,,,
1997-06,15.5,2295500.0,129412.0,3998.0,66789.0,20.4,59.7,75.0,67.1,1183.6073,511.5491,813.371,665.5,2562.0,2175.0,1009.0,1076.0,5494.2,6.6,63.7,5.0,2.0,,,,,
1997-07,16.4,2269500.0,129822.0,4040.0,66689.0,19.7,60.0,75.0,67.2,1190.5256,512.5224,816.5383,664.3,2402.0,2094.0,1041.0,1078.0,5548.8,6.1,63.9,4.9,1.95,587.262,662.439,821.463,62.48709,8.102
1997-08,16.0,2272400.0,130010.0,4049.0,66746.0,19.1,59.9,75.0,67.2,1196.5698,512.7391,822.52,668.7,2525.0,2120.0,929.0,1075.0,5587.0,6.0,63.9,4.8,1.98,,,,,
1997-09,15.9,2234750.0,130019.0,4004.0,66895.0,20.2,60.0,74.9,67.1,1208.1346,507.0424,829.9631,661.8,2474.0,2102.0,1000.0,1074.0,5601.7,6.2,63.9,4.9,1.925,,,,,
1997-10,16.1,2215500.0,130179.0,3973.0,67134.0,18.8,59.8,74.9,67.1,1214.9711,501.2528,833.9302,659.8,2566.0,1966.0,916.0,1034.0,5637.7,6.2,63.9,4.7,1.9,589.208,657.419,813.375,62.77032,8.195
1997-11,15.4,2215000.0,130653.0,3962.0,66980.0,19.6,59.8,75.1,67.2,1219.4879,501.3803,839.9065,662.3,2479.0,2027.0,879.0,938.0,5661.1,6.4,64.1,4.6,1.9,,,,,
1997-12,15.9,2235250.0,130679.0,3848.0,66943.0,19.9,60.1,74.9,67.2,1220.6075,501.3072,845.11,662.7,2534.0,1937.0,917.0,984.0,5692.1,6.4,64.0,4.7,1.925,,,,,
1998-01,15.6,2275200.0,130726.0,3922.0,67143.0,19.0,59.9,74.9,67.1,1224.3581,497.9632,855.6173,663.0,2587.0,1929.0,838.0,995.0,5689.9,7.4,64.0,4.6,1.92,514.609,590.531,736.753,62.50988,8.238
1998-02,15.4,2224250.0,130807.0,3866.0,67288.0,19.3,59.9,74.8,67.1,1237.666,493.2705,862.3126,665.3,2572.0,1918.0,852.0,957.0,5723.8,7.4,64.0,4.6,1.9,,,,,
1998-03,14.5,2221750.0,130814.0,3859.0,67311.0,19.9,59.9,74.8,67.1,1252.423,491.6381,866.1234,664.8,2789.0,1972.0,854.0,918.0,5750.3,7.5,64.0,4.7,1.9,,,,,
1998-04,14.7,2182500.0,131209.0,3775.0,67581.0,19.3,59.7,74.8,67.0,1259.0047,498.7187,864.3862,663.7,2628.0,1918.0,594.0,883.0,5788.1,7.2,64.1,4.3,1.85,512.233,590.486,731.17,61.85196,8.326
1998-05,14.7,2134600.0,131325.0,3727.0,67527.0,18.9,59.7,74.9,67.0,1259.7162,496.2176,875.9942,663.7,2641.0,1950.0,651.0,839.0,5837.9,6.9,64.1,4.4,1.8,,,,,
1998-06,14.1,2214250.0,131244.0,3766.0,67630.0,19.7,59.7,74.9,67.0,1260.9891,493.8558,891.1046,661.1,2546.0,2079.0,824.0,789.0,5871.7,6.8,64.0,4.5,1.85,,,,,
1998-07,14.1,2333750.0,131329.0,3796.0,67682.0,20.2,59.7,75.0,67.0,1265.6262,488.9367,897.6759,658.8,2593.0,2005.0,755.0,821.0,5890.0,6.9,64.0,4.5,1.95,507.761,592.175,733.218,60.58693,8.469
1998-08,13.7,2237600.0,131390.0,3537.0,67910.0,20.7,59.8,74.6,67.0,1272.1515,490.4821,903.9798,658.4,2597.0,1963.0,808.0,818.0,5925.0,6.8,63.9,4.5,1.86,,,,,
1998-09,14.4,2153000.0,131986.0,3448.0,67413.0,19.9,60.0,75.0,67.2,1274.9854,491.4651,912.4028,660.5,2624.0,1985.0,772.0,916.0,5965.6,6.4,64.2,4.6,1.8,,,,,
1998-10,14.1,2164400.0,131999.0,3433.0,67640.0,18.7,60.0,74.9,67.2,1283.8806,493.9006,931.3777,662.6,2823.0,1909.0,723.0,858.0,5998.8,6.2,64.1,4.5,1.8,490.487,573.39,711.168,60.40696,8.511
1998-11,14.5,2203750.0,132280.0,3339.0,67723.0,20.5,59.9,75.0,67.1,1302.7637,494.8452,942.2588,667.2,2510.0,1998.0,715.0,875.0,6015.4,6.3,64.2,4.4,1.825,,,,,
1998-12,14.0,2220250.0,132602.0,3420.0,67635.0,20.2,60.0,74.9,67.2,1311.2914,497.7709,939.1788,666.1,2587.0,1806.0,756.0,803.0,6070.5,5.8,64.3,4.4,1.85,,,,,
1999-01,13.4,2287200.0,133027.0,3449.0,67715.0,20.6,60.1,75.0,67.2,1317.3538,498.3701,937.819,666.7,2462.0,1993.0,775.0,714.0,6072.9,6.3,64.4,4.3,1.9,523.039,620.58,749.51,60.01334,8.584
1999-02,13.8,2240500.0,132856.0,3425.0,67906.0,20.4,60.0,74.9,67.2,1320.2103,494.867,935.9025,665.9,2566.0,1946.0,749.0,801.0,6101.8,6.2,64.2,4.4,1.875,,,,,
1999-03,13.4,2227000.0,132947.0,3550.0,68306.0,21.4,59.9,74.7,67.0,1326.2659,493.9966,944.4415,665.4,2473.0,1905.0,758.0,714.0,6132.9,5.9,64.2,4.2,1.85,,,,,
1999-04,13.3,2237500.0,132955.0,3443.0,68277.0,19.8,60.1,74.6,67.1,1332.0162,497.1947,947.2509,664.0,2781.0,1848.0,782.0,698.0,6196.2,5.1,64.2,4.3,1.825,537.853,616.658,761.403,59.20506,8.645
1999-05,13.4,2214400.0,133311.0,3393.0,68320.0,21.5,59.9,74.8,67.1,1340.9791,494.5747,942.3921,664.9,2511.0,1789.0,787.0,718.0,6225.7,4.9,64.3,4.2,1.8,,,,,
1999-06,14.3,2192250.0,133378.0,3411.0,68304.0,21.3,60.1,74.7,67.1,1347.0871,495.2491,949.748,662.5,2521.0,1773.0,812.0,812.0,6254.0,4.8,64.2,4.3,1.8,,,,,
1999-07,13.6,2193200.0,133414.0,3350.0,68390.0,19.4,60.0,74.7,67.1,1354.4315,495.0997,958.5219,659.3,2643.0,1783.0,781.0,732.0,6281.5,4.8,64.2,4.3,1.8,536.775,596.109,764.385,58.42135,8.816
1999-08,13.1,2180250.0,133591.0,3286.0,68609.0,21.3,60.0,74.6,67.0,1370.1953,492.2558,969.1136,657.8,2546.0,1824.0,748.0,706.0,6326.5,4.7,64.2,4.2,1.8,,,,,
1999-09,13.1,2162000.0,133707.0,3279.0,68642.0,20.3,60.0,74.6,67.0,1388.6405,493.7374,975.1908,653.5,2611.0,1835.0,739.0,709.0,6378.8,4.2,64.2,4.2,1.8,,,,,
1999-10,13.3,2102800.0,133993.0,3153.0,68712.0,19.9,60.1,74.6,67.0,1411.5855,492.5719,978.2818,656.3,2536.0,1847.0,713.0,724.0,6402.1,4.5,64.3,4.1,1.7,556.245,596.749,788.155,58.34802,8.902
1999-11,12.9,2085750.0,134309.0,3225.0,68641.0,20.5,60.2,74.6,67.1,1425.027,494.5495,1000.3072,659.6,2562.0,1775.0,697.0,682.0,6437.9,4.8,64.4,4.1,1.7,,,,,
1999-12,12.9,2097250.0,134523.0,3283.0,68655.0,19.6,60.1,74.8,67.1,1460.2271,506.3286,1001.0411,664.8,2642.0,1614.0,696.0,680.0,6538.7,4.3,64.4,4.0,1.7,,,,,
2000-01,13.1,2109800.0,136559.0,3208.0,69142.0,20.9,60.1,75.1,67.3,1480.8642,510.1748,1003.6179,662.8,2541.0,1749.0,659.0,721.0,6535.3,5.4,64.6,4.0,1.7,527.574,565.189,770.883,57.71743,8.989
2000-02,12.6,2147500.0,136598.0,3167.0,69120.0,21.2,60.0,75.3,67.3,1491.6053,510.8263,1016.571,652.1,2604.0,1912.0,671.0,629.0,6619.7,4.8,64.6,4.1,1.7,,,,,
2000-03,12.7,2079000.0,136701.0,3231.0,69338.0,19.6,60.1,75.0,67.3,1517.7508,514.6795,1026.2798,647.7,2780.0,1781.0,666.0,646.0,6685.8,4.5,64.6,4.0,1.7,,,,,
2000-04,12.4,2015400.0,137270.0,3186.0,69267.0,20.3,60.3,74.9,67.3,1541.1409,520.3064,1035.2042,652.8,2510.0,1845.0,662.0,599.0,6671.1,5.0,64.7,3.8,1.6,519.811,556.425,761.52,55.48513,9.251
2000-05,12.6,1989500.0,136630.0,3283.0,69853.0,20.4,60.0,74.8,67.1,1564.9613,523.9815,1052.0575,645.4,2564.0,1911.0,683.0,643.0,6707.6,4.9,64.4,4.0,1.6,,,,,
2000-06,12.3,2028250.0,136940.0,3209.0,69876.0,19.2,60.0,74.8,67.1,1585.2548,529.5361,1062.7838,640.3,2579.0,1753.0,616.0,627.0,6743.9,4.9,64.5,4.0,1.6,,,,,
2000-07,13.4,2085600.0,136531.0,3144.0,70398.0,20.8,59.9,74.5,66.9,1600.6574,531.1734,1068.5838,639.0,2498.0,1824.0,645.0,698.0,6764.1,5.2,64.2,4.0,1.68,513.298,558.414,736.092,54.98329,9.372
2000-08,12.9,2117250.0,136662.0,3211.0,70401.0,20.4,59.6,74.8,66.9,1613.8629,538.934,1071.6919,637.1,2550.0,1893.0,685.0,709.0,6799.1,5.2,64.2,4.1,1.7,,,,,
2000-09,12.2,2119600.0,136893.0,3217.0,70645.0,20.5,59.8,74.6,66.9,1624.4703,543.7675,1072.9611,633.5,2571.0,1746.0,644.0,646.0,6882.9,4.5,64.2,3.9,1.7,,,,,
2000-10,12.7,2116250.0,137088.0,3179.0,70782.0,21.8,59.7,74.5,66.8,1625.2396,544.238,1077.9674,631.8,2497.0,1724.0,710.0,627.0,6888.2,4.6,64.2,3.9,1.7,491.81,532.415,717.789,54.24085,9.549
2000-11,12.4,2211250.0,137322.0,3467.0,70579.0,21.0,59.9,74.6,66.9,1635.103,548.2649,1080.4847,627.1,2512.0,1790.0,723.0,593.0,6902.4,4.5,64.3,3.9,1.75,,,,,
2000-12,12.5,2306400.0,137614.0,3243.0,70488.0,22.7,59.9,74.7,67.0,1638.6724,555.5354,1085.275,623.5,2477.0,1825.0,687.0,642.0,6945.7,4.2,64.4,3.9,1.84,,,,,
2001-01,12.7,2395750.0,137778.0,3332.0,70088.0,27.3,60.1,75.0,67.2,1641.486,558.4753,1094.0743,624.5,2648.0,1956.0,696.0,676.0,6977.0,4.8,64.4,4.2,1.9,528.836,559.398,717.433,55.1304,9.501
2001-02,12.8,2486500.0,137612.0,3296.0,70409.0,25.4,60.0,74.8,67.1,1654.7222,557.7588,1094.2773,625.7,2851.0,1764.0,777.0,714.0,6995.8,4.9,64.3,4.2,1.975,,,,,
2001-03,12.8,2585400.0,137783.0,3280.0,70381.0,23.7,60.2,74.7,67.2,1668.3002,557.1872,1092.0303,629.7,2681.0,2059.0,825.0,696.0,6987.9,5.3,64.3,4.3,2.04,,,,,
2001-04,12.4,2697250.0,137299.0,3289.0,70956.0,27.3,59.8,74.6,66.9,1682.4285,561.4209,1089.1854,633.0,2972.0,1990.0,787.0,712.0,7001.2,5.0,64.0,4.4,2.1,551.684,595.285,734.373,54.03766,9.458
2001-05,12.1,2819250.0,137092.0,3439.0,71414.0,29.1,59.7,74.4,66.7,1695.2082,566.0048,1084.1697,630.9,2701.0,2045.0,877.0,624.0,7047.1,4.4,63.8,4.3,2.2,,,,,
2001-06,12.7,2947400.0,136873.0,3792.0,71592.0,28.8,59.7,74.3,66.7,1699.9599,564.6617,1072.0459,633.8,2808.0,2025.0,822.0,710.0,7060.7,4.4,63.7,4.5,2.3,,,,,
2001-07,12.9,3030750.0,137071.0,3556.0,71526.0,33.1,59.7,74.4,66.8,1702.6189,564.221,1063.9775,642.0,2642.0,2187.0,951.0,702.0,7072.2,5.6,63.7,4.6,2.375,505.61,583.876,668.439,54.80656,9.096
2001-08,13.3,3120000.0,136241.0,3380.0,72136.0,30.6,59.5,74.1,66.5,1703.9589,566.8024,1055.8596,648.4,2966.0,2187.0,1004.0,857.0,7108.9,6.8,63.2,4.9,2.425,,,,,
2001-09,13.2,3262200.0,136846.0,4233.0,71676.0,35.7,59.6,74.5,66.8,1714.2403,567.2375,1059.2708,677.0,2837.0,2350.0,1131.0,819.0,7012.8,7.0,63.5,5.0,2.54,,,,,
2001-10,13.3,3527500.0,136392.0,4437.0,71817.0,39.2,59.7,74.4,66.7,1717.3394,566.4527,1044.5855,656.4,3111.0,2531.0,1173.0,909.0,7208.4,3.4,63.2,5.3,2.75,489.453,615.711,635.928,55.75305,9.086
2001-11,14.3,3656500.0,136238.0,4317.0,71876.0,40.2,59.8,74.3,66.7,1739.3841,571.8567,1034.0367,659.7,3090.0,2566.0,1213.0,1106.0,7167.9,4.1,63.0,5.5,2.825,,,,,
2001-12,14.5,3589400.0,136047.0,4393.0,72010.0,42.6,59.7,74.3,66.7,1757.8293,574.2877,1021.7985,667.0,3037.0,2797.0,1318.0,1126.0,7147.7,4.5,62.9,5.7,2.78,,,,,
2002-01,14.7,3550500.0,135701.0,4112.0,72623.0,40.8,59.5,74.0,66.5,1755.5237,574.1665,1012.1083,670.1,3044.0,2606.0,1375.0,1203.0,7174.3,6.1,62.7,5.7,2.775,538.088,705.127,685.452,55.66835,9.055
2002-02,15.0,3554250.0,136438.0,4289.0,72010.0,41.8,59.9,74.2,66.8,1766.5349,575.7538,1016.8137,668.9,2984.0,2577.0,1394.0,1214.0,7218.3,5.8,63.0,5.7,2.75,,,,,
2002-03,15.4,3610800.0,136177.0,4101.0,72343.0,45.9,59.7,74.1,66.6,1771.5447,575.2354,1011.8533,668.5,3074.0,2563.0,1390.0,1330.0,7237.2,5.9,62.8,5.7,2.82,,,,,
2002-04,16.3,3689250.0,136126.0,4199.0,72281.0,59.0,59.7,74.2,66.7,1782.0801,580.5024,1000.2784,662.0,2932.0,2872.0,1395.0,1457.0,7305.4,5.8,62.7,5.9,2.875,596.152,729.565,749.824,56.24119,9.155
2002-05,16.8,3712000.0,136539.0,4103.0,72260.0,62.8,59.6,74.5,66.7,1790.7114,580.7222,990.9706,662.6,2843.0,2584.0,1393.0,1574.0,7282.7,6.5,62.9,5.8,2.9,,,,,
2002-06,16.9,3635200.0,136415.0,4048.0,72600.0,59.7,59.6,74.2,66.6,1817.1464,579.2204,984.0953,664.4,2711.0,2654.0,1382.0,1641.0,7318.2,6.4,62.7,5.8,2.84,,,,,
2002-07,16.9,3504250.0,136413.0,4145.0,72827.0,57.9,59.5,74.1,66.5,1837.0191,578.4135,976.6811,666.2,2891.0,2467.0,1382.0,1584.0,7380.4,5.5,62.7,5.8,2.725,652.139,752.785,813.945,56.66127,9.205
2002-08,16.5,3516800.0,136705.0,4301.0,72856.0,56.4,59.6,74.1,66.6,1866.9556,590.7467,972.469,657.7,2927.0,2525.0,1313.0,1573.0,7401.5,5.4,62.7,5.7,2.76,,,,,
2002-09,17.6,3555000.0,137302.0,4329.0,72554.0,56.5,59.7,74.4,66.7,1901.8249,598.759,966.3076,661.6,2772.0,2526.0,1391.0,1580.0,7391.0,5.7,63.0,5.7,2.8,,,,,
2002-10,17.8,3555750.0,137008.0,4314.0,73026.0,55.4,59.6,74.0,66.6,1947.0183,606.2236,962.8375,664.5,2765.0,2512.0,1388.0,1653.0,7430.7,5.7,62.7,5.7,2.8,725.113,816.675,904.966,57.85782,9.14
2002-11,17.6,3482400.0,136521.0,4329.0,73508.0,52.0,59.5,73.7,66.4,1980.6771,605.5258,960.5434,666.4,2950.0,2505.0,1319.0,1743.0,7459.7,5.7,62.5,5.9,2.74,,,,,
2002-12,18.5,3482750.0,136426.0,4321.0,73675.0,53.7,59.5,73.6,66.3,2009.8015,610.9638,957.8373,671.2,2838.0,2589.0,1347.0,1924.0,7512.8,5.5,62.4,6.0,2.725,,,,,
2003-01,18.5,3414500.0,137417.0,4607.0,73960.0,51.1,59.7,73.5,66.4,2033.9342,610.1132,950.3562,672.1,2856.0,2582.0,1405.0,1760.0,7533.1,5.5,62.5,5.8,2.675,721.524,788.666,921.467,57.77057,9.056
2003-02,18.5,3437000.0,137482.0,4844.0,74015.0,51.1,59.6,73.7,66.4,2067.7227,608.5137,941.6312,674.4,2798.0,2611.0,1297.0,1864.0,7535.9,5.6,62.5,5.9,2.725,,,,,
2003-03,18.1,3540800.0,137434.0,4652.0,74295.0,53.1,59.7,73.3,66.3,2083.7077,603.3698,937.5243,673.9,2831.0,2567.0,1363.0,1798.0,7598.4,5.3,62.4,5.9,2.8,,,,,
2003-04,19.4,3629750.0,137633.0,4798.0,74066.0,54.8,59.7,73.6,66.4,2106.777,602.3366,935.0996,682.3,2794.0,2661.0,1421.0,1927.0,7621.0,5.3,62.4,6.0,2.85,723.377,828.343,919.833,58.96044,8.932
2003-05,19.0,3719200.0,137544.0,4570.0,74268.0,54.8,59.7,73.6,66.4,2131.431,613.1222,924.0747,693.7,2988.0,2631.0,1389.0,1929.0,7628.1,5.8,62.3,6.1,2.92,,,,,
2003-06,19.9,3701500.0,137790.0,4592.0,73958.0,56.1,59.9,73.6,66.5,2150.8679,613.4225,917.3812,699.6,2906.0,2745.0,1453.0,2100.0,7678.6,5.5,62.3,6.3,2.925,,,,,
2003-07,19.7,3616250.0,137474.0,4648.0,74767.0,54.7,59.5,73.4,66.2,2177.8288,617.9408,921.5051,700.9,2720.0,2616.0,1661.0,1972.0,7738.2,6.2,62.1,6.2,2.85,763.915,858.038,981.564,58.64208,8.941
2003-08,19.2,3596400.0,137549.0,4419.0,75062.0,53.6,59.5,73.3,66.1,2221.3381,618.834,909.697,702.7,2801.0,2625.0,1561.0,1995.0,7834.5,6.0,62.1,6.1,2.82,,,,,
2003-09,19.5,3575750.0,137609.0,4882.0,75249.0,54.4,59.1,73.6,66.1,2235.2131,618.2756,899.9034,700.8,2704.0,2775.0,1472.0,2014.0,7835.0,5.1,62.0,6.1,2.8,,,,,
2003-10,19.3,3486250.0,137984.0,4813.0,75324.0,52.8,59.3,73.4,66.1,2213.4375,617.3407,886.949,701.9,2710.0,2593.0,1492.0,1959.0,7845.7,5.3,62.1,6.0,2.725,816.612,894.897,1057.618,59.4596,9.046
2003-11,19.9,3373400.0,138424.0,4862.0,75280.0,50.5,59.2,73.6,66.1,2202.52,646.451,881.8097,702.2,2656.0,2509.0,1414.0,2006.0,7899.6,5.4,62.3,5.8,2.64,,,,,
2003-12,19.8,3270250.0,138411.0,4750.0,75780.0,51.1,59.0,73.5,65.9,2207.4173,664.7987,883.6248,704.2,2554.0,2455.0,1435.0,1931.0,7929.2,5.4,62.2,5.7,2.6,,,,,
2004-01,19.9,3148200.0,138472.0,4705.0,75319.0,46.2,59.1,73.7,66.1,2224.5296,671.8748,876.399,701.0,2685.0,2369.0,1453.0,1911.0,7987.4,5.0,62.3,5.7,2.5,928.229,990.974,1179.638,59.82355,9.039
2004-02,20.1,3114750.0,138542.0,4549.0,75648.0,42.0,59.2,73.2,66.0,2251.9184,671.2669,874.5648,707.8,2425.0,2436.0,1392.0,1856.0,8019.8,5.0,62.3,5.6,2.45,,,,,
2004-03,19.8,3046250.0,138453.0,4742.0,75606.0,38.5,59.3,73.2,66.0,2288.9524,669.6902,869.3828,710.2,2637.0,2434.0,1331.0,1983.0,8076.0,4.9,62.2,5.8,2.4,,,,,
2004-04,19.6,3000750.0,138680.0,4568.0,75907.0,36.3,59.2,73.1,65.9,2343.1575,672.1083,864.4977,711.2,2780.0,2400.0,1166.0,1805.0,8088.6,5.3,62.3,5.6,2.375,967.703,1000.078,1239.285,60.07385,9.062
2004-05,19.8,2975600.0,138852.0,4588.0,75903.0,35.8,59.3,73.1,66.0,2383.9518,677.0934,862.8468,708.4,2723.0,2378.0,1304.0,1799.0,8163.2,5.2,62.3,5.6,2.38,,,,,
2004-06,20.5,2950750.0,139174.0,4443.0,75735.0,35.5,59.3,73.3,66.1,2409.7737,679.9985,869.1601,710.8,2677.0,2387.0,1284.0,1847.0,8147.2,5.8,62.4,5.6,2.35,,,,,
2004-07,18.8,2917000.0,139556.0,4449.0,75730.0,35.0,59.3,73.5,66.1,2413.7223,680.0532,878.1274,709.0,2820.0,2384.0,1237.0,1681.0,8218.9,5.2,62.5,5.5,2.3,1010.194,1037.668,1302.93,59.97601,9.096
