DATE,CONSUMER
1996-10-01,506.7908000000000000
1997-01-01,508.6406333333333333
1997-04-01,508.7196666666666667
1997-07-01,510.7679666666666667
1997-10-01,501.3134333333333333
1998-01-01,494.2906000000000000
1998-04-01,496.2640333333333333
1998-07-01,490.2946333333333333
1998-10-01,495.5055666666666667
1999-01-01,495.7445666666666667
1999-04-01,495.6728333333333333
1999-07-01,493.6976333333333333
1999-10-01,497.8166666666666667
2000-01-01,511.8935333333333333
2000-04-01,524.6080000000000000
2000-07-01,537.9583000000000000
2000-10-01,549.3461000000000000
2001-01-01,557.8071000000000000
2001-04-01,564.0291333333333333
2001-07-01,566.0869666666666667
2001-10-01,570.8657000000000000
2002-01-01,575.0519000000000000
2002-04-01,580.1483333333333333
2002-07-01,589.3064000000000000
2002-10-01,607.5710666666666667
2003-01-01,607.3322333333333333
2003-04-01,609.6271000000000000
2003-07-01,618.3501333333333333
2003-10-01,642.8634666666666667
2004-01-01,670.9439666666666667
2004-04-01,676.4000666666666667
2004-07-01,683.3759333333333333
2004-10-01,685.5139000000000000
2005-01-01,692.5379666666666667
2005-04-01,692.7200000000000000
2005-07-01,704.8382000000000000
2005-10-01,703.4993000000000000
2006-01-01,702.9842333333333333
2006-04-01,716.8080000000000000
2006-07-01,715.7957666666666667
2006-10-01,730.0574666666666667
2007-01-01,736.1661666666666667
2007-04-01,743.0322000000000000
2007-07-01,766.5914333333333333
2007-10-01,785.4358666666666667
2008-01-01,798.2607000000000000
2008-04-01,808.1188333333333333
2008-07-01,829.5967333333333333
2008-10-01,868.7481666666666667
2009-01-01,885.6915000000000000
2009-04-01,860.8254333333333333
2009-07-01,849.2720333333333333
2009-10-01,840.0309333333333333
2010-01-01,839.3520000000000000
2010-04-01,1149.0811333333333333
2010-07-01,1130.4361666666666667
2010-10-01,1110.6558333333333333
2011-01-01,1072.8106333333333333
2011-04-01,1077.5663333333333333
2011-07-01,1080.6181666666666667
2011-10-01,1084.5291000000000000
2012-01-01,1088.0401333333333333
2012-04-01,1098.3205000000000000
2012-07-01,1100.9055666666666667
2012-10-01,1104.0479666666666667
2013-01-01,1108.4196666666666667
2013-04-01,1120.8379666666666667
2013-07-01,1127.2508000000000000
2013-10-01,1131.4494000000000000
2014-01-01,1135.4571333333333333
2014-04-01,1154.1145666666666667
2014-07-01,1170.4970000000000000
2014-10-01,1182.3625000000000000
2015-01-01,1190.4321666666666667
2015-04-01,1208.1302666666666667
2015-07-01,1228.6955000000000000
2015-10-01,1251.8332666666666667
2016-01-01,1275.4694333333333333
2016-04-01,1300.8776333333333333
2016-07-01,1332.2702333333333333
2016-10-01,1350.1803000000000000
2017-01-01,1363.6521333333333333
2017-04-01,1370.9623333333333333
2017-07-01,1385.8583000000000000
2017-10-01,1419.7920000000000000
2018-01-01,1436.7635000000000000
2018-04-01,1464.9235333333333333
2018-07-01,1477.3159333333333333
2018-10-01,1494.3144000000000000
2019-01-01,1511.4163666666666667
2019-04-01,1535.7123333333333333
2019-07-01,1559.2005000000000000
2019-10-01,1583.0914666666666667
2020-01-01,1600.7037333333333333
2020-04-01,1529.4472333333333333
2020-07-01,1517.4099000000000000
2020-10-01,1520.5936000000000000
2021-01-01,.
