DATE,UEMPMEAN
1991-07-01,13.9000000000000000
1991-10-01,14.8666666666666667
1992-01-01,16.6333333333333333
1992-04-01,17.8000000000000000
1992-07-01,18.0666666666666667
1992-10-01,18.6000000000000000
1993-01-01,18.0333333333333333
1993-04-01,17.6333333333333333
1993-07-01,17.9333333333333333
1993-10-01,18.3333333333333333
1994-01-01,18.8666666666666667
1994-04-01,19.1000000000000000
1994-07-01,18.8333333333333333
1994-10-01,18.3666666666666667
1995-01-01,17.1333333333333333
1995-04-01,16.8333333333333333
1995-07-01,16.3000000000000000
1995-10-01,16.2333333333333333
1996-01-01,16.6000000000000000
1996-04-01,17.4000000000000000
1996-07-01,16.9333333333333333
1996-10-01,15.9333333333333333
1997-01-01,15.7666666666666667
1997-04-01,15.5000000000000000
1997-07-01,16.1000000000000000
1997-10-01,15.8000000000000000
1998-01-01,15.1666666666666667
1998-04-01,14.5000000000000000
1998-07-01,14.0666666666666667
1998-10-01,14.2000000000000000
1999-01-01,13.5333333333333333
1999-04-01,13.6666666666666667
1999-07-01,13.2666666666666667
1999-10-01,13.0333333333333333
2000-01-01,12.8000000000000000
2000-04-01,12.4333333333333333
2000-07-01,12.8333333333333333
2000-10-01,12.5333333333333333
2001-01-01,12.7666666666666667
2001-04-01,12.4000000000000000
2001-07-01,13.1333333333333333
2001-10-01,14.0333333333333333
2002-01-01,15.0333333333333333
2002-04-01,16.6666666666666667
2002-07-01,17.0000000000000000
2002-10-01,17.9666666666666667
2003-01-01,18.3666666666666667
2003-04-01,19.4333333333333333
2003-07-01,19.4666666666666667
2003-10-01,19.6666666666666667
2004-01-01,19.9333333333333333
2004-04-01,19.9666666666666667
2004-07-01,19.0000000000000000
2004-10-01,19.5333333333333333
2005-01-01,19.3666666666666667
2005-04-01,18.7000000000000000
2005-07-01,17.9666666666666667
2005-10-01,17.6333333333333333
2006-01-01,17.2666666666666667
2006-04-01,16.8000000000000000
2006-07-01,17.1000000000000000
2006-10-01,16.2000000000000000
2007-01-01,16.9333333333333333
2007-04-01,16.6666666666666667
2007-07-01,16.8333333333333333
2007-10-01,16.9666666666666667
2008-01-01,16.9666666666666667
2008-04-01,16.8666666666666667
2008-07-01,17.7666666666666667
2008-10-01,19.5666666666666667
2009-01-01,20.3000000000000000
2009-04-01,22.6666666666666667
2009-07-01,25.6666666666666667
2009-10-01,28.7000000000000000
2010-01-01,30.5666666666666667
2010-04-01,33.9333333333333333
2010-07-01,33.6666666666666667
2010-10-01,34.2000000000000000
2011-01-01,37.9000000000000000
2011-04-01,39.4000000000000000
2011-07-01,40.5333333333333333
2011-10-01,39.7666666666666667
2012-01-01,39.7333333333333333
2012-04-01,39.7000000000000000
2012-07-01,39.5666666666666667
2012-10-01,38.7333333333333333
2013-01-01,36.3333333333333333
2013-04-01,36.5666666666666667
2013-07-01,37.4333333333333333
2013-10-01,36.0666666666666667
2014-01-01,35.6333333333333333
2014-04-01,34.4000000000000000
2014-07-01,32.2000000000000000
2014-10-01,32.5666666666666667
2015-01-01,31.2333333333333333
2015-04-01,30.0000000000000000
2015-07-01,27.4000000000000000
2015-10-01,27.7666666666666667
2016-01-01,28.9333333333333333
2016-04-01,27.6000000000000000
2016-07-01,27.1666666666666667
2016-10-01,26.2666666666666667
2017-01-01,25.4000000000000000
2017-04-01,24.6333333333333333
2017-07-01,25.1000000000000000
2017-10-01,24.9666666666666667
2018-01-01,23.7666666666666667
2018-04-01,21.7000000000000000
2018-07-01,23.2666666666666667
2018-10-01,22.0000000000000000
2019-01-01,21.6000000000000000
2019-04-01,23.0333333333333333
2019-07-01,21.4000000000000000
2019-10-01,20.7666666666666667
2020-01-01,19.9000000000000000
2020-04-01,10.6666666666666667
2020-07-01,19.4333333333333333
2020-10-01,22.6000000000000000
2021-01-01,.
